# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1118       1.665146293870e-10       2.227219914416e-12      -7.938156507909e-12       1.267804135673e-14       3.749000826670e-15      -1.519805207052e-16       8.718032736304e-17 
 1119       1.666101777865e-10       2.204475228394e-12      -7.832626322657e-12       1.268120977716e-14       3.736015814278e-15      -1.516047041381e-16       8.542352219057e-17 
 1120       1.666957455233e-10       2.182290909440e-12      -7.725774967007e-12       1.268427969485e-14       3.723086215442e-15      -1.510666273875e-16       8.367484338353e-17 
 1121       1.667713071406e-10       2.160670270076e-12      -7.617654892890e-12       1.268724935772e-14       3.710211821772e-15      -1.503721791899e-16       8.193407375667e-17 
 1122       1.668368372799e-10       2.139616628672e-12      -7.508318956623e-12       1.269011700325e-14       3.697392420625e-15      -1.495272949221e-16       8.020099421508e-17 
 1123       1.668923106813e-10       2.119133309448e-12      -7.397820419835e-12       1.269288085846e-14       3.684627795100e-15      -1.485379567083e-16       7.847538374963e-17 
 1124       1.669377021840e-10       2.099223642464e-12      -7.286212950378e-12       1.269553913990e-14       3.671917724018e-15      -1.474101935273e-16       7.675701943239e-17 
 1125       1.669729867271e-10       2.079890963632e-12      -7.173550623257e-12       1.269809005362e-14       3.659261981916e-15      -1.461500813203e-16       7.504567641208e-17 
 1126       1.669981393493e-10       2.061138614703e-12      -7.059887921541e-12       1.270053179517e-14       3.646660339036e-15      -1.447637430979e-16       7.334112790945e-17 
 1127       1.670131351901e-10       2.042969943274e-12      -6.945279737293e-12       1.270286254952e-14       3.634112561305e-15      -1.432573490475e-16       7.164314521278e-17 
 1128       1.670179494896e-10       2.025388302785e-12      -6.829781372481e-12       1.270508049110e-14       3.621618410331e-15      -1.416371166406e-16       6.995149767324e-17 
 1129       1.670125575892e-10       2.008397052517e-12      -6.713448539907e-12       1.270718378375e-14       3.609177643389e-15      -1.399093107402e-16       6.826595270037e-17 
 1130       1.669969349321e-10       1.991999557592e-12      -6.596337364119e-12       1.270917058070e-14       3.596790013405e-15      -1.380802437081e-16       6.658627575748e-17 
 1131       1.669710570634e-10       1.976199188972e-12      -6.478504382337e-12       1.271103902455e-14       3.584455268949e-15      -1.361562755122e-16       6.491223035709e-17 
 1132       1.669348996310e-10       1.960999323458e-12      -6.360006545374e-12       1.271278724725e-14       3.572173154223e-15      -1.341438138340e-16       6.324357805637e-17 
 1133       1.668884383856e-10       1.946403343690e-12      -6.240901218551e-12       1.271441337005e-14       3.559943409042e-15      -1.320493141756e-16       6.158007845253e-17 
 1134       1.668316491813e-10       1.932414638144e-12      -6.121246182620e-12       1.271591550353e-14       3.547765768831e-15      -1.298792799675e-16       5.992148917832e-17 
 1135       1.667645079759e-10       1.919036601136e-12      -6.001099634689e-12       1.271729174755e-14       3.535639964607e-15      -1.276402626754e-16       5.826756589737e-17 
 1136       1.666869908317e-10       1.906272632814e-12      -5.880520189133e-12       1.271854019121e-14       3.523565722971e-15      -1.253388619079e-16       5.661806229969e-17 
 1137       1.665990739153e-10       1.894126139163e-12      -5.759566878523e-12       1.271965891286e-14       3.511542766092e-15      -1.229817255239e-16       5.497273009708e-17 
 1138       1.665007334985e-10       1.882600532000e-12      -5.638299154541e-12       1.272064598005e-14       3.499570811696e-15      -1.205755497396e-16       5.333131901854e-17 
 1139       1.663919459588e-10       1.871699228978e-12      -5.516776888902e-12       1.272149944954e-14       3.487649573059e-15      -1.181270792360e-16       5.169357680571e-17 
 1140       1.662726877793e-10       1.861425653581e-12      -5.395060374276e-12       1.272221736723e-14       3.475778758986e-15      -1.156431072662e-16       5.005924920833e-17 
 1141       1.661429355495e-10       1.851783235123e-12      -5.273210325205e-12       1.272279776821e-14       3.463958073806e-15      -1.131304757630e-16       4.842807997962e-17 
 1142       1.660026659658e-10       1.842775408751e-12      -5.151287879026e-12       1.272323867665e-14       3.452187217360e-15      -1.105960754458e-16       4.679981087172e-17 
 1143       1.658518558316e-10       1.834405615440e-12      -5.029354596790e-12       1.272353810584e-14       3.440465884982e-15      -1.080468459282e-16       4.517418163115e-17 
 1144       1.656904820580e-10       1.826677301994e-12      -4.907472464182e-12       1.272369405817e-14       3.428793767497e-15      -1.054897758253e-16       4.355092999422e-17 
 1145       1.655185216641e-10       1.819593921047e-12      -4.785703892444e-12       1.272370452505e-14       3.417170551199e-15      -1.029319028608e-16       4.192979168245e-17 
 1146       1.653359517774e-10       1.813158931057e-12      -4.664111719293e-12       1.272356748697e-14       3.405595917846e-15      -1.003803139749e-16       4.031050039801e-17 
 1147       1.651427496343e-10       1.807375796311e-12      -4.542759209839e-12       1.272328091338e-14       3.394069544647e-15      -9.784214543101e-17       3.869278781915e-17 
 1148       1.649388925804e-10       1.802247986919e-12      -4.421710057512e-12       1.272284276277e-14       3.382591104246e-15      -9.532458292337e-17       3.707638359563e-17 
 1149       1.647243580712e-10       1.797778978817e-12      -4.301028384976e-12       1.272225098258e-14       3.371160264714e-15      -9.283486168442e-17       3.546101534413e-17 
 1150       1.644991236721e-10       1.793972253765e-12      -4.180778745052e-12       1.272150350919e-14       3.359776689537e-15      -9.038026659204e-17       3.384640864372e-17 
 1151       1.642631915691e-10       1.790829796073e-12      -4.061021323287e-12       1.272059866402e-14       3.348440071532e-15      -8.796647104061e-17       3.223236634352e-17 
 1152       1.640166624393e-10       1.788347561889e-12      -3.941797477114e-12       1.271953634728e-14       3.337150235108e-15      -8.559253024657e-17       3.061900759757e-17 
 1153       1.637596625190e-10       1.786519952384e-12      -3.823144014909e-12       1.271831685933e-14       3.325907035283e-15      -8.325582458472e-17       2.900653185597e-17 
 1154       1.634923191818e-10       1.785341311666e-12      -3.705097978170e-12       1.271694050597e-14       3.314710323860e-15      -8.095371501588e-17       2.739513983051e-17 
 1155       1.632147609407e-10       1.784805926646e-12      -3.587696642009e-12       1.271540759842e-14       3.303559949416e-15      -7.868354304385e-17       2.578503349728e-17 
 1156       1.629271174511e-10       1.784908026900e-12      -3.470977515634e-12       1.271371845337e-14       3.292455757297e-15      -7.644263067244e-17       2.417641609924e-17 
 1157       1.626295195136e-10       1.785641784533e-12      -3.354978342836e-12       1.271187339295e-14       3.281397589606e-15      -7.422828036240e-17       2.256949214888e-17 
 1158       1.623220990760e-10       1.787001314040e-12      -3.239737102476e-12       1.270987274480e-14       3.270385285197e-15      -7.203777498847e-17       2.096446743078e-17 
 1159       1.620049892368e-10       1.788980672172e-12      -3.125292008971e-12       1.270771684206e-14       3.259418679661e-15      -6.986837779633e-17       1.936154900425e-17 
 1160       1.616783242470e-10       1.791573857797e-12      -3.011681512777e-12       1.270540602335e-14       3.248497605324e-15      -6.771733235962e-17       1.776094520591e-17 
 1161       1.613422395135e-10       1.794774811762e-12      -2.898944300881e-12       1.270294063282e-14       3.237621891231e-15      -6.558186253689e-17       1.616286565232e-17 
 1162       1.609968716009e-10       1.798577416762e-12      -2.787119297281e-12       1.270032102019e-14       3.226791363141e-15      -6.345917242863e-17       1.456752124258e-17 
 1163       1.606423582352e-10       1.802975497193e-12      -2.676245663477e-12       1.269754754068e-14       3.216005843520e-15      -6.134644633424e-17       1.297512416093e-17 
 1164       1.602788383054e-10       1.807962819025e-12      -2.566362798952e-12       1.269462055510e-14       3.205265151526e-15      -5.924084870902e-17       1.138588787936e-17 
 1165       1.599064518667e-10       1.813533089661e-12      -2.457510341665e-12       1.269154042985e-14       3.194569103006e-15      -5.713952412116e-17       9.800027160219e-18 
 1166       1.595253401431e-10       1.819679957797e-12      -2.349728168528e-12       1.268830753688e-14       3.183917510483e-15      -5.503959720873e-17       8.217758058835e-18 
 1167       1.591356455300e-10       1.826397013292e-12      -2.243056395902e-12       1.268492225379e-14       3.173310183148e-15      -5.293817263668e-17       6.639297926097e-18 
 1168       1.587375115967e-10       1.833677787025e-12      -2.137535380075e-12       1.268138496376e-14       3.162746926855e-15      -5.083233505381e-17       5.064865411079e-18 
 1169       1.583310830892e-10       1.841515750759e-12      -2.033205717752e-12       1.267769605563e-14       3.152227544105e-15      -4.871914904979e-17       3.494680463640e-18 
 1170       1.579165059328e-10       1.849904317010e-12      -1.930108246541e-12       1.267385592387e-14       3.141751834043e-15      -4.659565911210e-17       1.928964337036e-18 
 1171       1.574939272348e-10       1.858836838901e-12      -1.828284045437e-12       1.266986496861e-14       3.131319592445e-15      -4.445888958309e-17       3.679395905267e-19 
 1172       1.570634952870e-10       1.868306610031e-12      -1.727774435311e-12       1.266572359565e-14       3.120930611712e-15      -4.230584461689e-17      -1.188169908023e-18 
 1173       1.566253595683e-10       1.878306864339e-12      -1.628620979393e-12       1.266143221650e-14       3.110584680860e-15      -4.013350813647e-17      -2.739138979528e-18 
 1174       1.561796707477e-10       1.888830775961e-12      -1.530865483762e-12       1.265699124833e-14       3.100281585511e-15      -3.793884379058e-17      -4.284741131084e-18 
 1175       1.557265806865e-10       1.899871459099e-12      -1.434549997826e-12       1.265240111406e-14       3.090021107883e-15      -3.571879491077e-17      -5.824748553352e-18 
 1176       1.552662424413e-10       1.911421967883e-12      -1.339716814816e-12       1.264766224231e-14       3.079803026783e-15      -3.347028446837e-17      -7.358932117959e-18 
 1177       1.547988102662e-10       1.923475296231e-12      -1.246408472265e-12       1.264277506746e-14       3.069627117597e-15      -3.119021503147e-17      -8.887061374886e-18 
 1178       1.543244396160e-10       1.936024377715e-12      -1.154667752498e-12       1.263774002964e-14       3.059493152280e-15      -2.887546872192e-17      -1.040890454986e-17 
 1179       1.538432871484e-10       1.949062085424e-12      -1.064537683116e-12       1.263255757474e-14       3.049400899350e-15      -2.652290717234e-17      -1.192422854176e-17 
 1180       1.533555107268e-10       1.962581231824e-12      -9.760615374843e-13       1.262722815443e-14       3.039350123876e-15      -2.412937148304e-17      -1.343279891997e-17 
 1181       1.528612694231e-10       1.976574568627e-12      -8.892828352171e-13       1.262175222620e-14       3.029340587471e-15      -2.169168217912e-17      -1.493437992184e-17 
 1182       1.523607235199e-10       1.991034786647e-12      -8.042453426637e-13       1.261613025331e-14       3.019372048281e-15      -1.920663916733e-17      -1.642873445002e-17 
 1183       1.518540345136e-10       2.005954515668e-12      -7.209930733944e-13       1.261036270488e-14       3.009444260979e-15      -1.667102169319e-17      -1.791562406986e-17 
 1184       1.513413651168e-10       2.021326324307e-12      -6.395702886873e-13       1.260445005585e-14       2.999556976754e-15      -1.408158829787e-17      -1.939480900684e-17 
 1185       1.508228792609e-10       2.037142719874e-12      -5.600214980139e-13       1.259839278701e-14       2.989709943303e-15      -1.143507677525e-17      -2.086604814393e-17 
 1186       1.502987420991e-10       2.053396148237e-12      -4.823914595252e-13       1.259219138500e-14       2.979902904819e-15      -8.728204128885e-18      -2.232909901898e-17 
 1187       1.497691200086e-10       2.070078993687e-12      -4.067251805377e-13       1.258584634237e-14       2.970135601988e-15      -5.957666528986e-18      -2.378371782214e-17 
 1188       1.492341805932e-10       2.087183578796e-12      -3.330679180199e-13       1.257935815753e-14       2.960407771974e-15      -3.120139269426e-18      -2.522965939322e-17 
 1189       1.486940926866e-10       2.104702164285e-12      -2.614651790779e-13       1.257272733482e-14       2.950719148414e-15      -2.122767247227e-19      -2.666667721912e-17 
 1190       1.481490274009e-10       2.122626547610e-12      -1.919558136946e-13       1.256595461769e-14       2.941069486349e-15       2.768485757055e-18      -2.809451672950e-17 
 1191       1.475991612838e-10       2.140946853600e-12      -1.245511990973e-13       1.255904169156e-14       2.931458637369e-15       5.821515307219e-18      -2.951289509902e-17 
 1192       1.470446732056e-10       2.159652728695e-12      -5.925580068648e-14       1.255199048963e-14       2.921886475376e-15       8.945368487584e-18      -3.092152119188e-17 
 1193       1.464857433191e-10       2.178733740699e-12       3.925943505748e-15       1.254480296051e-14       2.912352871714e-15       1.213859050931e-17      -3.232010223776e-17 
 1194       1.459225530622e-10       2.198179378612e-12       6.498962291473e-14       1.253748106821e-14       2.902857695166e-15       1.539971520800e-17      -3.370834382872e-17 
 1195       1.453552851604e-10       2.217979052458e-12       1.239308545419e-13       1.253002679224e-14       2.893400811946e-15       1.872726501884e-17      -3.508594991601e-17 
 1196       1.447841236300e-10       2.238122093114e-12       1.807452830536e-13       1.252244212758e-14       2.883982085693e-15       2.211975095167e-17      -3.645262280686e-17 
 1197       1.442092537804e-10       2.258597752140e-12       2.354285808799e-13       1.251472908473e-14       2.874601377463e-15       2.557567256615e-17      -3.780806316133e-17 
 1198       1.436308622171e-10       2.279395201609e-12       2.879764483133e-13       1.250688968976e-14       2.865258545722e-15       2.909351794681e-17      -3.915196998915e-17 
 1199       1.430491368443e-10       2.300503533931e-12       3.383846136077e-13       1.249892598436e-14       2.855953446342e-15       3.267176367821e-17      -4.048404064652e-17 
 1200       1.424642668676e-10       2.321911761690e-12       3.866488330770e-13       1.249084002580e-14       2.846685932589e-15       3.630887482002e-17      -4.180397083295e-17 
 1201       1.418764427968e-10       2.343608817466e-12       4.327648911940e-13       1.248263388704e-14       2.837455855121e-15       4.000330488215e-17      -4.311145458806e-17 
 1202       1.412858564487e-10       2.365583553668e-12       4.767286006892e-13       1.247430965673e-14       2.828263061980e-15       4.375349579985e-17      -4.440618428846e-17 
 1203       1.406927009496e-10       2.387824742362e-12       5.185358026494e-13       1.246586943926e-14       2.819107398583e-15       4.755787790885e-17      -4.568785064452e-17 
 1204       1.400971707384e-10       2.410321075102e-12       5.581823666169e-13       1.245731535475e-14       2.809988707716e-15       5.141486992042e-17      -4.695614269722e-17 
 1205       1.394994615688e-10       2.433061162754e-12       5.956641906877e-13       1.244864953915e-14       2.800906829531e-15       5.532287889653e-17      -4.821074781498e-17 
 1206       1.388997705126e-10       2.456033535332e-12       6.309772016111e-13       1.243987414421e-14       2.791861601532e-15       5.928030022492e-17      -4.945135169046e-17 
 1207       1.382982959619e-10       2.479226641821e-12       6.641173548875e-13       1.243099133757e-14       2.782852858575e-15       6.328551759425e-17      -5.067763833742e-17 
 1208       1.376952376324e-10       2.502628850010e-12       6.950806348682e-13       1.242200330272e-14       2.773880432856e-15       6.733690296920e-17      -5.188929008754e-17 
 1209       1.370907965655e-10       2.526228446320e-12       7.238630548535e-13       1.241291223914e-14       2.764944153910e-15       7.143281656556e-17      -5.308598758719e-17 
 1210       1.364851751315e-10       2.550013635632e-12       7.504606571915e-13       1.240372036221e-14       2.756043848597e-15       7.557160682536e-17      -5.426740979436e-17 
 1211       1.358785770322e-10       2.573972541118e-12       7.748695133773e-13       1.239442990335e-14       2.747179341099e-15       7.975161039200e-17      -5.543323397537e-17 
 1212       1.352712073036e-10       2.598093204070e-12       7.970857241518e-13       1.238504310999e-14       2.738350452916e-15       8.397115208530e-17      -5.658313570178e-17 
 1213       1.346632723185e-10       2.622363583725e-12       8.171054195998e-13       1.237556224562e-14       2.729557002853e-15       8.822854487669e-17      -5.771678884719e-17 
 1214       1.340549797894e-10       2.646771557101e-12       8.349247592497e-13       1.236598958983e-14       2.720798807019e-15       9.252208986427e-17      -5.883386558405e-17 
 1215       1.334465387713e-10       2.671304918821e-12       8.505399321716e-13       1.235632743835e-14       2.712075678813e-15       9.685007624793e-17      -5.993403638049e-17 
 1216       1.328381596642e-10       2.695951380943e-12       8.639471570764e-13       1.234657810304e-14       2.703387428927e-15       1.012107813045e-16      -6.101696999717e-17 
 1217       1.322300542161e-10       2.720698572792e-12       8.751426824147e-13       1.233674391198e-14       2.694733865329e-15       1.056024703627e-16      -6.208233348408e-17 
 1218       1.316224355253e-10       2.745534040784e-12       8.841227864752e-13       1.232682720949e-14       2.686114793265e-15       1.100233967786e-16      -6.312979217738e-17 
 1219       1.310155180436e-10       2.770445248261e-12       8.908837774838e-13       1.231683035612e-14       2.677530015245e-15       1.144718019103e-16      -6.415900969620e-17 
 1220       1.304095175789e-10       2.795419575314e-12       8.954219937025e-13       1.230675572874e-14       2.668979331041e-15       1.189459150933e-16      -6.516964793950e-17 
 1221       1.298046512976e-10       2.820444318617e-12       8.977338035279e-13       1.229660572054e-14       2.660462537677e-15       1.234439536158e-16      -6.616136708289e-17 
 1222       1.292011377278e-10       2.845506691255e-12       8.978156055900e-13       1.228638274107e-14       2.651979429425e-15       1.279641226932e-16      -6.713382557541e-17 
 1223       1.285991967618e-10       2.870593822552e-12       8.956638288512e-13       1.227608921629e-14       2.643529797795e-15       1.325046154438e-16      -6.808668013644e-17 
 1224       1.279990496587e-10       2.895692757898e-12       8.912749327049e-13       1.226572758856e-14       2.635113431531e-15       1.370636128637e-16      -6.901958575243e-17 
 1225       1.274009190474e-10       2.920790458584e-12       8.846454070747e-13       1.225530031675e-14       2.626730116605e-15       1.416392838018e-16      -6.993219567380e-17 
 1226       1.268050289291e-10       2.945873801627e-12       8.757717725124e-13       1.224480987617e-14       2.618379636203e-15       1.462297849352e-16      -7.082416141173e-17 
 1227       1.262116046804e-10       2.970929579599e-12       8.646505802976e-13       1.223425875871e-14       2.610061770729e-15       1.508332607439e-16      -7.169513273499e-17 
 1228       1.256208730553e-10       2.995944500458e-12       8.512784125361e-13       1.222364947278e-14       2.601776297788e-15       1.554478434864e-16      -7.254475766677e-17 
 1229       1.250330435972e-10       3.020905992826e-12       8.356567706995e-13       1.221298449869e-14       2.593523013987e-15       1.600716952283e-16      -7.337280631400e-17 
 1230       1.244482526238e-10       3.045804632662e-12       8.178068046885e-13       1.220226615383e-14       2.585301800607e-15       1.647031345274e-16      -7.417954397381e-17 
 1231       1.238666185811e-10       3.070631745113e-12       7.977547591553e-13       1.219149672592e-14       2.577112558695e-15       1.693405112060e-16      -7.496536245855e-17 
 1232       1.232882605757e-10       3.095378601574e-12       7.755271014401e-13       1.218067851765e-14       2.568955187330e-15       1.739821644123e-16      -7.573065667244e-17 
 1233       1.227132983757e-10       3.120036419583e-12       7.511505220589e-13       1.216981384665e-14       2.560829583618e-15       1.786264225987e-16      -7.647582461828e-17 
 1234       1.221418524128e-10       3.144596362713e-12       7.246519351892e-13       1.215890504558e-14       2.552735642689e-15       1.832716035005e-16      -7.720126740408e-17 
 1235       1.215740437828e-10       3.169049540463e-12       6.960584791577e-13       1.214795446212e-14       2.544673257685e-15       1.879160141141e-16      -7.790738924971e-17 
 1236       1.210099942470e-10       3.193387008156e-12       6.653975169268e-13       1.213696445902e-14       2.536642319765e-15       1.925579506754e-16      -7.859459749358e-17 
 1237       1.204498262338e-10       3.217599766827e-12       6.326966365815e-13       1.212593741411e-14       2.528642718090e-15       1.971956986385e-16      -7.926330259927e-17 
 1238       1.198936628394e-10       3.241678763119e-12       5.979836518161e-13       1.211487572036e-14       2.520674339824e-15       2.018275326541e-16      -7.991391816219e-17 
 1239       1.193416278297e-10       3.265614889175e-12       5.612866024215e-13       1.210378178588e-14       2.512737070129e-15       2.064517165478e-16      -8.054686091625e-17 
 1240       1.187938456409e-10       3.289398982530e-12       5.226337547713e-13       1.209265803398e-14       2.504830792156e-15       2.110665032985e-16      -8.116255074051e-17 
 1241       1.182504413812e-10       3.313021826008e-12       4.820536023096e-13       1.208150690317e-14       2.496955387041e-15       2.156701350172e-16      -8.176141066581e-17 
 1242       1.177115408321e-10       3.336474147610e-12       4.395748660369e-13       1.207033084721e-14       2.489110733905e-15       2.202608429252e-16      -8.234386688148e-17 
 1243       1.171772704491e-10       3.359746620411e-12       3.952264949976e-13       1.205913233512e-14       2.481296709841e-15       2.248368473324e-16      -8.291034874194e-17 
 1244       1.166477573636e-10       3.382829862450e-12       3.490376667667e-13       1.204791385123e-14       2.473513189915e-15       2.293963576161e-16      -8.346128877338e-17 
 1245       1.161231293838e-10       3.405714436625e-12       3.010377879363e-13       1.203667789521e-14       2.465760047157e-15       2.339375721991e-16      -8.399712268044e-17 
 1246       1.156035149960e-10       3.428390850586e-12       2.512564946030e-13       1.202542698208e-14       2.458037152558e-15       2.384586785286e-16      -8.451828935280e-17 
 1247       1.150890433659e-10       3.450849556627e-12       1.997236528544e-13       1.201416364225e-14       2.450344375065e-15       2.429578530542e-16      -8.502523087191e-17 
 1248       1.145798443398e-10       3.473080951580e-12       1.464693592560e-13       1.200289042158e-14       2.442681581576e-15       2.474332612065e-16      -8.551839251760e-17 
 1249       1.140760484460e-10       3.495075376709e-12       9.152394133804e-14       1.199160988134e-14       2.435048636932e-15       2.518830573757e-16      -8.599822277473e-17 
 1250       1.135777868958e-10       3.516823117599e-12       3.491795808249e-14       1.198032459830e-14       2.427445403915e-15       2.563053848897e-16      -8.646517333989e-17 
 1251       1.130851915849e-10       3.538314404054e-12      -2.331779959028e-14       1.196903716476e-14       2.419871743243e-15       2.606983759931e-16      -8.691969912801e-17 
 1252       1.125983950948e-10       3.559539409987e-12      -8.315230833458e-14       1.195775018854e-14       2.412327513563e-15       2.650601518251e-16      -8.736225827905e-17 
 1253       1.121175306938e-10       3.580488253314e-12      -1.445543118925e-13       1.194646629302e-14       2.404812571446e-15       2.693888223983e-16      -8.779331216461e-17 
 1254       1.116427323382e-10       3.601150995848e-12      -2.074923206073e-13       1.193518811721e-14       2.397326771385e-15       2.736824865768e-16      -8.821332539465e-17 
 1255       1.111741346740e-10       3.621517643188e-12      -2.719346109360e-13       1.192391831574e-14       2.389869965784e-15       2.779392320552e-16      -8.862276582409e-17 
 1256       1.107118730376e-10       3.641578144619e-12      -3.378492249634e-13       1.191265955889e-14       2.382442004960e-15       2.821571353364e-16      -8.902210455948e-17 
 1257       1.102560834575e-10       3.661322392999e-12      -4.052039699142e-13       1.190141453263e-14       2.375042737132e-15       2.863342617107e-16      -8.941181596569e-17 
 1258       1.098069026553e-10       3.680740224655e-12      -4.739664176672e-13       1.189018593867e-14       2.367672008419e-15       2.904686652338e-16      -8.979237767250e-17 
 1259       1.093644680468e-10       3.699821419273e-12      -5.441039042676e-13       1.187897649445e-14       2.360329662835e-15       2.945583887051e-16      -9.016427058132e-17 
 1260       1.089289177439e-10       3.718555699797e-12      -6.155835294407e-13       1.186778893321e-14       2.353015542281e-15       2.986014636469e-16      -9.052797887181e-17 
 1261       1.085003905551e-10       3.736932732316e-12      -6.883721561046e-13       1.185662600398e-14       2.345729486544e-15       3.025959102821e-16      -9.088399000854e-17 
 1262       1.080790259871e-10       3.754942125959e-12      -7.624364098838e-13       1.184549047163e-14       2.338471333287e-15       3.065397375129e-16      -9.123279474765e-17 
 1263       1.076649642461e-10       3.772573432790e-12      -8.377426786222e-13       1.183438511691e-14       2.331240918051e-15       3.104309428993e-16      -9.157488714352e-17 
 1264       1.072583462390e-10       3.789816147698e-12      -9.142571118960e-13       1.182331273648e-14       2.324038074241e-15       3.142675126377e-16      -9.191076455540e-17 
 1265       1.068593135745e-10       3.806659708293e-12      -9.919456205272e-13       1.181227614290e-14       2.316862633128e-15       3.180474215389e-16      -9.224092765406e-17 
 1266       1.064680085647e-10       3.823093494798e-12      -1.070773876097e-12       1.180127816471e-14       2.309714423841e-15       3.217686330071e-16      -9.256588042849e-17 
 1267       1.060845742259e-10       3.839106829938e-12      -1.150707310457e-12       1.179032164643e-14       2.302593273363e-15       3.254290990179e-16      -9.288613019251e-17 
 1268       1.057091300412e-10       3.854690405656e-12      -1.231710683409e-12       1.177940918436e-14       2.295499022495e-15       3.290274505611e-16      -9.320206451480e-17 
 1269       1.053416989383e-10       3.869840581443e-12      -1.313746781258e-12       1.176854233058e-14       2.288431573974e-15       3.325650777239e-16      -9.351358044265e-17 
 1270       1.049822794719e-10       3.884555135350e-12      -1.396777702282e-12       1.175772237980e-14       2.281390844900e-15       3.360440735473e-16      -9.382045101656e-17 
 1271       1.046308699862e-10       3.898831841665e-12      -1.480765286693e-12       1.174695063284e-14       2.274376750813e-15       3.394665457669e-16      -9.412244795662e-17 
 1272       1.042874686144e-10       3.912668470916e-12      -1.565671116117e-12       1.173622839658e-14       2.267389205688e-15       3.428346168435e-16      -9.441934165996e-17 
 1273       1.039520732775e-10       3.926062789868e-12      -1.651456513073e-12       1.172555698402e-14       2.260428121931e-15       3.461504239924e-16      -9.471090119822e-17 
 1274       1.036246816845e-10       3.939012561522e-12      -1.738082540456e-12       1.171493771426e-14       2.253493410377e-15       3.494161192136e-16      -9.499689431506e-17 
 1275       1.033052913316e-10       3.951515545117e-12      -1.825510001016e-12       1.170437191252e-14       2.246584980283e-15       3.526338693222e-16      -9.527708742360e-17 
 1276       1.029938995011e-10       3.963569496127e-12      -1.913699436840e-12       1.169386091013e-14       2.239702739324e-15       3.558058559773e-16      -9.555124560391e-17 
 1277       1.026905032620e-10       3.975172166263e-12      -2.002611128836e-12       1.168340604460e-14       2.232846593594e-15       3.589342757131e-16      -9.581913260050e-17 
 1278       1.023950994681e-10       3.986321303469e-12      -2.092205096207e-12       1.167300865955e-14       2.226016447596e-15       3.620213399680e-16      -9.608051081977e-17 
 1279       1.021076847586e-10       3.997014651924e-12      -2.182441095939e-12       1.166267010478e-14       2.219212204242e-15       3.650692751149e-16      -9.633514132752e-17 
 1280       1.018282555569e-10       4.007249952043e-12      -2.273278622277e-12       1.165239173625e-14       2.212433764849e-15       3.680803224912e-16      -9.658278384640e-17 
 1281       1.015568080700e-10       4.017024940471e-12      -2.364676906208e-12       1.164217491610e-14       2.205681029130e-15       3.710567384284e-16      -9.682319675341e-17 
 1282       1.012933382884e-10       4.026337350087e-12      -2.456594914943e-12       1.163202101267e-14       2.198953895199e-15       3.740007942825e-16      -9.705613707734e-17 
 1283       1.010378419853e-10       4.035184910004e-12      -2.548991351395e-12       1.162193140048e-14       2.192252259559e-15       3.769147764635e-16      -9.728136049630e-17 
 1284       1.007903147159e-10       4.043565345565e-12      -2.641824653663e-12       1.161190746027e-14       2.185576017101e-15       3.798009864658e-16      -9.749862133514e-17 
 1285       1.005507518170e-10       4.051476378344e-12      -2.735052994512e-12       1.160195057901e-14       2.178925061103e-15       3.826617408977e-16      -9.770767256297e-17 
 1286       1.003191484065e-10       4.058915726146e-12      -2.828634280852e-12       1.159206214989e-14       2.172299283220e-15       3.854993715115e-16      -9.790826579063e-17 
 1287       1.000954993826e-10       4.065881103006e-12      -2.922526153220e-12       1.158224357233e-14       2.165698573486e-15       3.883162252337e-16      -9.810015126815e-17 
 1288       9.987979942374e-11       4.072370219190e-12      -3.016685985265e-12       1.157249625202e-14       2.159122820306e-15       3.911146641945e-16      -9.828307788223e-17 
 1289       9.967204298741e-11       4.078380781190e-12      -3.111070883222e-12       1.156282160090e-14       2.152571910454e-15       3.938970657582e-16      -9.845679315372e-17 
 1290       9.947222431005e-11       4.083910491729e-12      -3.205637685397e-12       1.155322103718e-14       2.146045729070e-15       3.966658225525e-16      -9.862104323513e-17 
 1291       9.928033740633e-11       4.088957049757e-12      -3.300342961649e-12       1.154369598535e-14       2.139544159653e-15       3.994233424993e-16      -9.877557290803e-17 
 1292       9.909637606862e-11       4.093518150451e-12      -3.395143012866e-12       1.153424787620e-14       2.133067084059e-15       4.021720488440e-16      -9.892012558063e-17 
 1293       9.892033386643e-11       4.097591485217e-12      -3.489993870453e-12       1.152487814681e-14       2.126614382499e-15       4.049143801855e-16      -9.905444328514e-17 
 1294       9.875220414585e-11       4.101174741683e-12      -3.584851295806e-12       1.151558824058e-14       2.120185933530e-15       4.076527905064e-16      -9.917826667537e-17 
 1295       9.859198002901e-11       4.104265603708e-12      -3.679670779798e-12       1.150637960721e-14       2.113781614057e-15       4.103897492030e-16      -9.929133502409e-17 
