# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  330       4.163460644932e-10       1.954831636041e-12       1.513432490022e-11       4.527385565061e-15       2.996832082486e-13       5.761055406468e-14       2.252419186639e-15 
  331       4.121217429771e-10       1.979176761281e-12       1.503048817194e-11       4.544044128146e-15       2.967672852938e-13       5.681392083266e-14       2.256648681909e-15 
  332       4.079296105429e-10       2.003383415205e-12       1.492187372290e-11       4.560628288114e-15       2.938824424913e-13       5.602287151953e-14       2.260496924521e-15 
  333       4.037706136431e-10       2.027443701241e-12       1.480851775951e-11       4.577139549913e-15       2.910284785361e-13       5.523737897839e-14       2.263965626315e-15 
  334       3.996455775900e-10       2.051350506245e-12       1.469045881439e-11       4.593579422137e-15       2.882054509297e-13       5.445754075270e-14       2.267058584494e-15 
  335       3.955553217936e-10       2.075096637576e-12       1.456773744785e-11       4.609949471609e-15       2.854133981421e-13       5.368345230927e-14       2.269779797906e-15 
  336       3.915006596323e-10       2.098674822766e-12       1.444039626517e-11       4.626251323840e-15       2.826523394041e-13       5.291520700819e-14       2.272133468797e-15 
  337       3.874823983231e-10       2.122077709195e-12       1.430847993377e-11       4.642486663482e-15       2.799222744996e-13       5.215289607261e-14       2.274124004561e-15 
  338       3.835013387922e-10       2.145297863763e-12       1.417203520053e-11       4.658657234781e-15       2.772231835575e-13       5.139660855869e-14       2.275756019482e-15 
  339       3.795582755458e-10       2.168327772561e-12       1.403111090893e-11       4.674764842031e-15       2.745550268439e-13       5.064643132536e-14       2.277034336489e-15 
  340       3.756539965399e-10       2.191159840547e-12       1.388575801639e-11       4.690811350031e-15       2.719177445538e-13       4.990244900426e-14       2.277963988902e-15 
  341       3.717892830514e-10       2.213786391211e-12       1.373602961140e-11       4.706798684538e-15       2.693112566037e-13       4.916474396954e-14       2.278550222181e-15 
  342       3.679649095485e-10       2.236199666257e-12       1.358198093085e-11       4.722728832719e-15       2.667354624233e-13       4.843339630774e-14       2.278798495672e-15 
  343       3.641816435608e-10       2.258391825269e-12       1.342366937719e-11       4.738603843610e-15       2.641902407479e-13       4.770848378768e-14       2.278714484362e-15 
  344       3.604402455502e-10       2.280354945383e-12       1.326115453572e-11       4.754425828566e-15       2.616754494103e-13       4.699008183023e-14       2.278304080619e-15 
  345       3.567414687813e-10       2.302081020965e-12       1.309449819178e-11       4.770196961721e-15       2.591909251326e-13       4.627826347827e-14       2.277573395949e-15 
  346       3.530860591918e-10       2.323561963276e-12       1.292376434803e-11       4.785919480434e-15       2.567364833190e-13       4.557309936646e-14       2.276528762738e-15 
  347       3.494747552630e-10       2.344789600151e-12       1.274901924166e-11       4.801595685752e-15       2.543119178471e-13       4.487465769116e-14       2.275176736004e-15 
  348       3.459082878902e-10       2.365755675669e-12       1.257033136162e-11       4.817227942857e-15       2.519170008606e-13       4.418300418026e-14       2.273524095144e-15 
  349       3.423873802537e-10       2.386451849822e-12       1.238777146587e-11       4.832818681528e-15       2.495514825609e-13       4.349820206303e-14       2.271577845683e-15 
  350       3.389127476884e-10       2.406869698193e-12       1.220141259861e-11       4.848370396587e-15       2.472150909996e-13       4.282031204000e-14       2.269345221026e-15 
  351       3.354850975551e-10       2.427000711625e-12       1.201133010751e-11       4.863885648361e-15       2.449075318702e-13       4.214939225281e-14       2.266833684198e-15 
  352       3.321051291106e-10       2.446836295894e-12       1.181760166097e-11       4.879367063131e-15       2.426284883006e-13       4.148549825403e-14       2.264050929602e-15 
  353       3.287735333782e-10       2.466367771382e-12       1.162030726532e-11       4.894817333590e-15       2.403776206446e-13       4.082868297709e-14       2.261004884763e-15 
  354       3.254909930185e-10       2.485586372750e-12       1.141952928206e-11       4.910239219293e-15       2.381545662747e-13       4.017899670608e-14       2.257703712075e-15 
  355       3.222581821992e-10       2.504483248607e-12       1.121535244515e-11       4.925635547117e-15       2.359589393737e-13       3.953648704561e-14       2.254155810552e-15 
  356       3.190757664664e-10       2.523049461186e-12       1.100786387815e-11       4.941009211712e-15       2.337903307266e-13       3.890119889071e-14       2.250369817579e-15 
  357       3.159444026147e-10       2.541275986016e-12       1.079715311155e-11       4.956363175955e-15       2.316483075134e-13       3.827317439665e-14       2.246354610655e-15 
  358       3.128647385575e-10       2.559153711593e-12       1.058331209995e-11       4.971700471404e-15       2.295324131006e-13       3.765245294879e-14       2.242119309144e-15 
  359       3.098374131979e-10       2.576673439054e-12       1.036643523930e-11       4.987024198758e-15       2.274421668332e-13       3.703907113247e-14       2.237673276025e-15 
  360       3.068630562988e-10       2.593825881846e-12       1.014661938416e-11       5.002337528302e-15       2.253770638274e-13       3.643306270286e-14       2.233026119639e-15 
  361       3.039422883537e-10       2.610601665403e-12       9.923963864905e-12       5.017643700370e-15       2.233365747621e-13       3.583445855478e-14       2.228187695439e-15 
  362       3.010757204572e-10       2.626991326816e-12       9.698570504989e-12       5.032946025794e-15       2.213201456712e-13       3.524328669261e-14       2.223168107735e-15 
  363       2.982639541750e-10       2.642985314505e-12       9.470543638163e-12       5.048247886360e-15       2.193271977357e-13       3.465957220011e-14       2.217977711447e-15 
  364       2.955075814152e-10       2.658573987892e-12       9.239990125711e-12       5.063552735265e-15       2.173571270756e-13       3.408333721031e-14       2.212627113851e-15 
  365       2.928071842979e-10       2.673747617074e-12       9.007019373693e-12       5.078864097564e-15       2.154093045424e-13       3.351460087532e-14       2.207127176328e-15 
  366       2.901633350264e-10       2.688496382495e-12       8.771743350175e-12       5.094185570635e-15       2.134830755107e-13       3.295337933623e-14       2.201489016113e-15 
  367       2.875765957573e-10       2.702810374617e-12       8.534276602466e-12       5.109520824624e-15       2.115777596706e-13       3.239968569297e-14       2.195724008044e-15 
  368       2.850475184712e-10       2.716679593595e-12       8.294736274355e-12       5.124873602904e-15       2.096926508195e-13       3.185352997411e-14       2.189843786309e-15 
  369       2.825766448430e-10       2.730093948948e-12       8.053242123342e-12       5.140247722528e-15       2.078270166546e-13       3.131491910680e-14       2.183860246194e-15 
  370       2.801645061124e-10       2.743043259230e-12       7.809916537879e-12       5.155647074685e-15       2.059800985646e-13       3.078385688655e-14       2.177785545836e-15 
  371       2.778115643902e-10       2.755518516056e-12       7.564875735226e-12       5.171075270807e-15       2.041512493926e-13       3.026033943219e-14       2.171629800998e-15 
  372       2.755180343085e-10       2.767515731352e-12       7.318202940212e-12       5.186534564704e-15       2.023403530909e-13       2.974434141610e-14       2.165394066425e-15 
  373       2.732840541428e-10       2.779032239892e-12       7.069974191531e-12       5.202026889176e-15       2.005474210671e-13       2.923582923643e-14       2.159077083480e-15 
  374       2.711097435669e-10       2.790065449300e-12       6.820267075982e-12       5.217554206701e-15       1.987724556077e-13       2.873476544954e-14       2.152677562088e-15 
  375       2.689952034729e-10       2.800612840814e-12       6.569160738035e-12       5.233118509574e-15       1.970154497898e-13       2.824110873588e-14       2.146194180472e-15 
  376       2.669405157901e-10       2.810671970067e-12       6.316735889398e-12       5.248721820063e-15       1.952763873929e-13       2.775481386596e-14       2.139625584900e-15 
  377       2.649457433054e-10       2.820240467850e-12       6.063074818585e-12       5.264366190549e-15       1.935552428116e-13       2.727583166626e-14       2.132970389425e-15 
  378       2.630109294820e-10       2.829316040891e-12       5.808261400484e-12       5.280053703671e-15       1.918519809669e-13       2.680410898516e-14       2.126227175631e-15 
  379       2.611360982796e-10       2.837896472622e-12       5.552381105919e-12       5.295786472480e-15       1.901665572188e-13       2.633958865890e-14       2.119394492371e-15 
  380       2.593212539739e-10       2.845979623953e-12       5.295521011224e-12       5.311566640576e-15       1.884989172782e-13       2.588220947749e-14       2.112470855514e-15 
  381       2.575663809758e-10       2.853563434043e-12       5.037769807806e-12       5.327396382262e-15       1.868489971186e-13       2.543190615062e-14       2.105454747687e-15 
  382       2.558714436513e-10       2.860645921071e-12       4.779217811713e-12       5.343277902685e-15       1.852167228889e-13       2.498860927365e-14       2.098344618014e-15 
  383       2.542363861409e-10       2.867225183010e-12       4.519956973201e-12       5.359213437984e-15       1.836020108246e-13       2.455224529349e-14       2.091138881864e-15 
  384       2.526611321795e-10       2.873299398396e-12       4.260080886301e-12       5.375205255437e-15       1.820047671604e-13       2.412273647453e-14       2.083835920590e-15 
  385       2.511455849153e-10       2.878866827101e-12       3.999684798387e-12       5.391255653608e-15       1.804248880420e-13       2.370000086464e-14       2.076434081271e-15 
  386       2.496896267300e-10       2.883925811107e-12       3.738865619741e-12       5.407366962491e-15       1.788622594383e-13       2.328395226100e-14       2.068931676458e-15 
  387       2.482931190583e-10       2.888474775274e-12       3.477721933123e-12       5.423541543655e-15       1.773167570534e-13       2.287450017611e-14       2.061326983917e-15 
  388       2.469559022069e-10       2.892512228111e-12       3.216354003336e-12       5.439781790397e-15       1.757882462384e-13       2.247154980370e-14       2.053618246365e-15 
  389       2.456777951748e-10       2.896036762554e-12       2.954863786794e-12       5.456090127881e-15       1.742765819040e-13       2.207500198465e-14       2.045803671222e-15 
  390       2.444585954724e-10       2.899047056732e-12       2.693354941088e-12       5.472469013288e-15       1.727816084320e-13       2.168475317291e-14       2.037881430345e-15 
  391       2.432980789413e-10       2.901541874740e-12       2.431932834554e-12       5.488920935960e-15       1.713031595875e-13       2.130069540149e-14       2.029849659779e-15 
  392       2.421959995738e-10       2.903520067412e-12       2.170704555841e-12       5.505448417550e-15       1.698410584311e-13       2.092271624832e-14       2.021706459492e-15 
  393       2.411520893323e-10       2.904980573092e-12       1.909778923477e-12       5.522054012165e-15       1.683951172309e-13       2.055069880222e-14       2.013449893123e-15 
  394       2.401660579692e-10       2.905922418405e-12       1.649266495434e-12       5.538740306512e-15       1.669651373743e-13       2.018452162883e-14       2.005077987720e-15 
  395       2.392375928461e-10       2.906344719030e-12       1.389279578700e-12       5.555509920047e-15       1.655509092805e-13       1.982405873654e-14       1.996588733490e-15 
  396       2.383663587536e-10       2.906246680471e-12       1.129932238843e-12       5.572365505120e-15       1.641522123121e-13       1.946917954241e-14       1.987980083533e-15 
  397       2.375519977310e-10       2.905627598829e-12       8.713403095760e-13       5.589309747121e-15       1.627688146874e-13       1.911974883811e-14       1.979249953591e-15 
  398       2.367941288855e-10       2.904486861575e-12       6.136214023296e-13       5.606345364624e-15       1.614004733923e-13       1.877562675587e-14       1.970396221788e-15 
  399       2.360923482119e-10       2.902823948317e-12       3.568949158145e-13       5.623475109538e-15       1.600469340924e-13       1.843666873437e-14       1.961416728371e-15 
  400       2.354462284125e-10       2.900638431579e-12       1.012820455904e-13       5.640701767252e-15       1.587079310453e-13       1.810272548471e-14       1.952309275459e-15 
  401       2.348553187162e-10       2.897929977568e-12      -1.530942063668e-13       5.658028156776e-15       1.573831870121e-13       1.777364295631e-14       1.943071626778e-15 
  402       2.343191446982e-10       2.894698346944e-12      -4.061090220986e-13       5.675457130896e-15       1.560724131701e-13       1.744926230288e-14       1.933701507408e-15 
  403       2.338372080998e-10       2.890943395597e-12      -6.576357580963e-13       5.692991576313e-15       1.547753090241e-13       1.712941984831e-14       1.924196603526e-15 
  404       2.334089866476e-10       2.886665075416e-12      -9.075459357338e-13       5.710634413793e-15       1.534915623192e-13       1.681394705264e-14       1.914554562146e-15 
  405       2.330339338735e-10       2.881863435060e-12      -1.155709231701e-12       5.728388598311e-15       1.522208489523e-13       1.650267047796e-14       1.904772990864e-15 
  406       2.327114789338e-10       2.876538620731e-12      -1.401993468437e-12       5.746257119202e-15       1.509628328844e-13       1.619541175436e-14       1.894849457599e-15 
  407       2.324410264292e-10       2.870690876946e-12      -1.646264604560e-12       5.764243000299e-15       1.497171660526e-13       1.589198754585e-14       1.884781490337e-15 
  408       2.322219562241e-10       2.864320547307e-12      -1.888386725307e-12       5.782349300087e-15       1.484834882822e-13       1.559220951631e-14       1.874566576874e-15 
  409       2.320536232661e-10       2.857428075273e-12      -2.128222032957e-12       5.800579111847e-15       1.472614271985e-13       1.529588429539e-14       1.864202164557e-15 
  410       2.319354002381e-10       2.850014691785e-12      -2.365644925633e-12       5.818935113403e-15       1.460506635288e-13       1.500285054293e-14       1.853686457263e-15 
  411       2.318668075457e-10       2.842084503382e-12      -2.600584802591e-12       5.837418198506e-15       1.448511297345e-13       1.471309165789e-14       1.843020837964e-15 
  412       2.318473875792e-10       2.833642479556e-12      -2.832984756230e-12       5.856028797261e-15       1.436628182413e-13       1.442662699443e-14       1.832207531458e-15 
  413       2.318766621476e-10       2.824693773841e-12      -3.062787621141e-12       5.874767321979e-15       1.424857166439e-13       1.414347511646e-14       1.821248815198e-15 
  414       2.319541323288e-10       2.815243725073e-12      -3.289935974575e-12       5.893634166996e-15       1.413198076646e-13       1.386365378997e-14       1.810147019599e-15 
  415       2.320792783198e-10       2.805297858650e-12      -3.514372136908e-12       5.912629708503e-15       1.401650691115e-13       1.358717997539e-14       1.798904528346e-15 
  416       2.322515592864e-10       2.794861887795e-12      -3.736038172105e-12       5.931754304368e-15       1.390214738379e-13       1.331406981992e-14       1.787523778713e-15 
  417       2.324704132136e-10       2.783941714814e-12      -3.954875888187e-12       5.951008293965e-15       1.378889897001e-13       1.304433864990e-14       1.776007261864e-15 
  418       2.327352567557e-10       2.772543432360e-12      -4.170826837696e-12       5.970391997997e-15       1.367675795165e-13       1.277800096317e-14       1.764357523169e-15 
  419       2.330454850859e-10       2.760673324692e-12      -4.383832318162e-12       5.989905718321e-15       1.356572010261e-13       1.251507042139e-14       1.752577162511e-15 
  420       2.334004717471e-10       2.748337868936e-12      -4.593833372567e-12       6.009549737778e-15       1.345578068472e-13       1.225555984242e-14       1.740668834600e-15 
  421       2.337995685012e-10       2.735543736346e-12      -4.800770789809e-12       6.029324320012e-15       1.334693444358e-13       1.199948119263e-14       1.728635249281e-15 
  422       2.342421051798e-10       2.722297793565e-12      -5.004585105173e-12       6.049229709302e-15       1.323917560441e-13       1.174684557931e-14       1.716479171846e-15 
  423       2.347273895340e-10       2.708607103885e-12      -5.205216600789e-12       6.069266130381e-15       1.313249786799e-13       1.149766324296e-14       1.704203423340e-15 
  424       2.352547070842e-10       2.694478928510e-12      -5.402605306106e-12       6.089433788269e-15       1.302689440640e-13       1.125194354969e-14       1.691810880879e-15 
  425       2.358233209708e-10       2.679920727815e-12      -5.596690998349e-12       6.109732868091e-15       1.292235785899e-13       1.100969498354e-14       1.679304477954e-15 
  426       2.364324718038e-10       2.664940162608e-12      -5.787413202991e-12       6.130163534909e-15       1.281888032818e-13       1.077092513882e-14       1.666687204742e-15 
  427       2.370813775130e-10       2.649545095388e-12      -5.974711194216e-12       6.150725933542e-15       1.271645337534e-13       1.053564071250e-14       1.653962108422e-15 
  428       2.377692331978e-10       2.633743591611e-12      -6.158523995385e-12       6.171420188396e-15       1.261506801664e-13       1.030384749654e-14       1.641132293478e-15 
  429       2.384952109780e-10       2.617543920946e-12      -6.338790379500e-12       6.192246403287e-15       1.251471471894e-13       1.007555037022e-14       1.628200922015e-15 
  430       2.392584598431e-10       2.600954558539e-12      -6.515448869674e-12       6.213204661269e-15       1.241538339561e-13       9.850753292523e-15       1.615171214065e-15 
  431       2.400581055027e-10       2.583984186272e-12      -6.688437739590e-12       6.234295024454e-15       1.231706340243e-13       9.629459294474e-15       1.602046447901e-15 
  432       2.408932502366e-10       2.566641694025e-12      -6.857695013972e-12       6.255517533844e-15       1.221974353342e-13       9.411670471481e-15       1.588829960347e-15 
  433       2.417629727447e-10       2.548936180936e-12      -7.023158469049e-12       6.276872209155e-15       1.212341201672e-13       9.197387975693e-15       1.575525147084e-15 
  434       2.426663279974e-10       2.530876956661e-12      -7.184765633019e-12       6.298359048638e-15       1.202805651045e-13       8.986612008352e-15       1.562135462968e-15 
  435       2.436023470852e-10       2.512473542640e-12      -7.342453786516e-12       6.319978028910e-15       1.193366409855e-13       8.779341812139e-15       1.548664422334e-15 
  436       2.445700370692e-10       2.493735673351e-12      -7.496159963075e-12       6.341729104779e-15       1.184022128668e-13       8.575575663528e-15       1.535115599308e-15 
  437       2.455683808309e-10       2.474673297573e-12      -7.645820949600e-12       6.363612209065e-15       1.174771399804e-13       8.375310865133e-15       1.521492628119e-15 
  438       2.465963369224e-10       2.455296579651e-12      -7.791373286824e-12       6.385627252429e-15       1.165612756927e-13       8.178543738060e-15       1.507799203409e-15 
  439       2.476528394164e-10       2.435615900750e-12      -7.932753269782e-12       6.407774123201e-15       1.156544674627e-13       7.985269614258e-15       1.494039080542e-15 
  440       2.487367977563e-10       2.415641860124e-12      -8.069896948268e-12       6.430052687199e-15       1.147565568009e-13       7.795482828868e-15       1.480216075915e-15 
  441       2.498470966062e-10       2.395385276367e-12      -8.202740127309e-12       6.452462787561e-15       1.138673792280e-13       7.609176712573e-15       1.466334067270e-15 
  442       2.509825957012e-10       2.374857188683e-12      -8.331218367624e-12       6.475004244565e-15       1.129867642331e-13       7.426343583951e-15       1.452396994001e-15 
  443       2.521421296973e-10       2.354068858142e-12      -8.455266986094e-12       6.497676855460e-15       1.121145352326e-13       7.246974741821e-15       1.438408857468e-15 
  444       2.533245080212e-10       2.333031768941e-12      -8.574821056225e-12       6.520480394288e-15       1.112505095290e-13       7.071060457598e-15       1.424373721305e-15 
  445       2.545285147210e-10       2.311757629668e-12      -8.689815408615e-12       6.543414611708e-15       1.103944982690e-13       6.898589967639e-15       1.410295711733e-15 
  446       2.557529083158e-10       2.290258374557e-12      -8.800184631417e-12       6.566479234827e-15       1.095463064026e-13       6.729551465596e-15       1.396179017866e-15 
  447       2.569964216457e-10       2.268546164757e-12      -8.905863070809e-12       6.589673967021e-15       1.087057326413e-13       6.563932094767e-15       1.382027892026e-15 
  448       2.582577617223e-10       2.246633389584e-12      -9.006784831455e-12       6.612998487763e-15       1.078725694170e-13       6.401717940444e-15       1.367846650051e-15 
  449       2.595357313919e-10       2.224532180633e-12      -9.102895251430e-12       6.636452216695e-15       1.070466382088e-13       6.242892517761e-15       1.353639190463e-15 
  450       2.608295989662e-10       2.202252934203e-12      -9.194185734942e-12       6.660033597813e-15       1.062278968663e-13       6.087432196924e-15       1.339407534208e-15 
  451       2.621387402617e-10       2.179805743520e-12      -9.280660048055e-12       6.683740791767e-15       1.054163356786e-13       5.935310614846e-15       1.325153238259e-15 
  452       2.634625177900e-10       2.157200882543e-12      -9.362322953390e-12       6.707571909207e-15       1.046119423002e-13       5.786500157747e-15       1.310877872510e-15 
  453       2.648002806804e-10       2.134448806931e-12      -9.439180217407e-12       6.731525010471e-15       1.038147017302e-13       5.640971952612e-15       1.296583019803e-15 
  454       2.661513646022e-10       2.111560155018e-12      -9.511238617686e-12       6.755598105264e-15       1.030245962924e-13       5.498695858647e-15       1.282270275948e-15 
  455       2.675150916869e-10       2.088545748782e-12      -9.578505950208e-12       6.779789152349e-15       1.022416056142e-13       5.359640458735e-15       1.267941249756e-15 
  456       2.688907704512e-10       2.065416594818e-12      -9.640991036634e-12       6.804096059229e-15       1.014657066069e-13       5.223773050894e-15       1.253597563053e-15 
  457       2.702776957187e-10       2.042183885311e-12      -9.698703731586e-12       6.828516681836e-15       1.006968734452e-13       5.091059639734e-15       1.239240850714e-15 
  458       2.716751485431e-10       2.018858999005e-12      -9.751654929925e-12       6.853048824214e-15       9.993507754643e-14       4.961464927913e-15       1.224872760682e-15 
  459       2.730823961299e-10       1.995453502173e-12      -9.799856574038e-12       6.877690238204e-15       9.918028755043e-14       4.834952307594e-15       1.210494953995e-15 
  460       2.744986917592e-10       1.971979149594e-12      -9.843321661110e-12       6.902438623132e-15       9.843246929926e-14       4.711483851900e-15       1.196109104811e-15 
  461       2.759232747080e-10       1.948447885521e-12      -9.882064250410e-12       6.927291625493e-15       9.769158581665e-14       4.591020306375e-15       1.181716900429e-15 
  462       2.773553701727e-10       1.924871844651e-12      -9.916099470570e-12       6.952246838637e-15       9.695759728767e-14       4.473521080437e-15       1.167320041320e-15 
  463       2.787941891915e-10       1.901263353101e-12      -9.945443526864e-12       6.977301802453e-15       9.623046103837e-14       4.358944238836e-15       1.152920241144e-15 
  464       2.802389285667e-10       1.877634929375e-12      -9.970113708491e-12       7.002454003056e-15       9.551013151537e-14       4.247246493112e-15       1.138519226783e-15 
  465       2.816887707872e-10       1.853999285338e-12      -9.990128395853e-12       7.027700872475e-15       9.479656026548e-14       4.138383193048e-15       1.124118738357e-15 
  466       2.831428839510e-10       1.830369327189e-12      -1.000550706784e-11       7.053039788332e-15       9.408969591532e-14       4.032308318132e-15       1.109720529257e-15 
  467       2.846004216874e-10       1.806758156427e-12      -1.001627030909e-11       7.078468073533e-15       9.338948415095e-14       3.928974469009e-15       1.095326366162e-15 
  468       2.860605230797e-10       1.783179070830e-12      -1.002243981731e-11       7.103982995953e-15       9.269586769746e-14       3.828332858942e-15       1.080938029070e-15 
  469       2.875223125874e-10       1.759645565421e-12      -1.002403841053e-11       7.129581768118e-15       9.200878629861e-14       3.730333305265e-15       1.066557311319e-15 
  470       2.889848999687e-10       1.736171333441e-12      -1.002109003436e-11       7.155261546896e-15       9.132817669644e-14       3.634924220841e-15       1.052186019612e-15 
  471       2.904473802027e-10       1.712770267321e-12      -1.001361976932e-11       7.181019433177e-15       9.065397261088e-14       3.542052605522e-15       1.037825974042e-15 
  472       2.919088334123e-10       1.689456459653e-12      -1.000165383809e-11       7.206852471561e-15       8.998610471937e-14       3.451664037601e-15       1.023479008118e-15 
  473       2.933683247861e-10       1.666244204162e-12      -9.985219612792e-12       7.232757650045e-15       8.932450063651e-14       3.363702665269e-15       1.009146968789e-15 
  474       2.948249045013e-10       1.643147996679e-12      -9.964345622290e-12       7.258731899705e-15       8.866908489360e-14       3.278111198077e-15       9.948317164653e-16 
  475       2.962776076456e-10       1.620182536108e-12      -9.939061559440e-12       7.284772094387e-15       8.801977891833e-14       3.194830898387e-15       9.805351250491e-16 
  476       2.977254541401e-10       1.597362725404e-12      -9.909398288394e-12       7.310875050385e-15       8.737650101437e-14       3.113801572831e-15       9.662590819544e-16 
  477       2.991674486612e-10       1.574703672536e-12      -9.875387851868e-12       7.337037526133e-15       8.673916634099e-14       3.034961563770e-15       9.520054881337e-16 
  478       3.006025805637e-10       1.552220691469e-12      -9.837063478430e-12       7.363256221887e-15       8.610768689266e-14       2.958247740747e-15       9.377762581021e-16 
  479       3.020298238025e-10       1.529929303127e-12      -9.794459589777e-12       7.389527779414e-15       8.548197147870e-14       2.883595491944e-15       9.235733199624e-16 
  480       3.034481368554e-10       1.507845236368e-12      -9.747611808015e-12       7.415848781671e-15       8.486192570285e-14       2.810938715642e-15       9.093986154291e-16 
  481       3.048564626457e-10       1.485984428954e-12      -9.696556962939e-12       7.442215752498e-15       8.424745194295e-14       2.740209811676e-15       8.952540998535e-16 
  482       3.062537284641e-10       1.464363028527e-12      -9.641333099315e-12       7.468625156300e-15       8.363844933049e-14       2.671339672891e-15       8.811417422483e-16 
  483       3.076388458914e-10       1.442997393574e-12      -9.581979484161e-12       7.495073397732e-15       8.303481373029e-14       2.604257676600e-15       8.670635253121e-16 
  484       3.090107107212e-10       1.421904094403e-12      -9.518536614025e-12       7.521556821384e-15       8.243643772007e-14       2.538891676039e-15       8.530214454543e-16 
  485       3.103682028817e-10       1.401099914113e-12      -9.451046222266e-12       7.548071711470e-15       8.184321057006e-14       2.475167991826e-15       8.390175128192e-16 
  486       3.117101863585e-10       1.380601849566e-12      -9.379551286336e-12       7.574614291510e-15       8.125501822269e-14       2.413011403417e-15       8.250537513115e-16 
  487       3.130355091171e-10       1.360427112358e-12      -9.304096035058e-12       7.601180724017e-15       8.067174327211e-14       2.352345140562e-15       8.111321986202e-16 
  488       3.143431444072e-10       1.340591524808e-12      -9.224728130097e-12       7.627767277631e-15       8.009328419815e-14       2.293103435896e-15       7.972545992675e-16 
  489       3.156326194668e-10       1.321104653353e-12      -9.141505267090e-12       7.654370834636e-15       7.951961373997e-14       2.235269611645e-15       7.834214736415e-16 
  490       3.169035994428e-10       1.301974532019e-12      -9.054488785603e-12       7.680988397948e-15       7.895072222202e-14       2.178839111235e-15       7.696330212650e-16 
  491       3.181557471573e-10       1.283209254458e-12      -8.963741521077e-12       7.707616924806e-15       7.838659844640e-14       2.123807038582e-15       7.558894251336e-16 
  492       3.193887231014e-10       1.264816974108e-12      -8.869327813211e-12       7.734253326544e-15       7.782722968216e-14       2.070168155858e-15       7.421908515858e-16 
  493       3.206021854285e-10       1.246805904360e-12      -8.771313514326e-12       7.760894468356e-15       7.727260165460e-14       2.017916881270e-15       7.285374501735e-16 
  494       3.217957899480e-10       1.229184318720e-12      -8.669765997745e-12       7.787537169070e-15       7.672269853458e-14       1.967047286831e-15       7.149293535321e-16 
  495       3.229691901188e-10       1.211960550977e-12      -8.564754166164e-12       7.814178200915e-15       7.617750292779e-14       1.917553096134e-15       7.013666772508e-16 
  496       3.241220370427e-10       1.195142995365e-12      -8.456348460030e-12       7.840814289291e-15       7.563699586407e-14       1.869427682123e-15       6.878495197428e-16 
  497       3.252539794580e-10       1.178740106726e-12      -8.344620865906e-12       7.867442112541e-15       7.510115678674e-14       1.822664064872e-15       6.743779621158e-16 
  498       3.263646637329e-10       1.162760400679e-12      -8.229644924853e-12       7.894058301720e-15       7.456996354181e-14       1.777254909350e-15       6.609520680423e-16 
  499       3.274537338591e-10       1.147212453780e-12      -8.111495740802e-12       7.920659440361e-15       7.404339236739e-14       1.733192523204e-15       6.475718836293e-16 
  500       3.285208314455e-10       1.132104903689e-12      -7.990249988922e-12       7.947242064249e-15       7.352141788290e-14       1.690468854524e-15       6.342374372895e-16 
  501       3.295655957112e-10       1.117446449334e-12      -7.865985924003e-12       7.973802661191e-15       7.300401307843e-14       1.649075489619e-15       6.209487396108e-16 
  502       3.305876634796e-10       1.103245851075e-12      -7.738783388822e-12       8.000337670781e-15       7.249114930398e-14       1.609003650795e-15       6.077057832270e-16 
  503       3.315866691715e-10       1.089511930867e-12      -7.608723822519e-12       8.026843484175e-15       7.198279625882e-14       1.570244194120e-15       5.945085426880e-16 
  504       3.325622447988e-10       1.076253572429e-12      -7.475890268974e-12       8.053316443859e-15       7.147892198076e-14       1.532787607206e-15       5.813569743300e-16 
  505       3.335140199580e-10       1.063479721402e-12      -7.340367385175e-12       8.079752843416e-15       7.097949283544e-14       1.496624006973e-15       5.682510161456e-16 
  506       3.344416218237e-10       1.051199385520e-12      -7.202241449596e-12       8.106148927299e-15       7.048447350565e-14       1.461743137432e-15       5.551905876547e-16 
  507       3.353446751418e-10       1.039421634770e-12      -7.061600370570e-12       8.132500890601e-15       6.999382698060e-14       1.428134367452e-15       5.421755897742e-16 
  508       3.362228022238e-10       1.028155601556e-12      -6.918533694660e-12       8.158804878823e-15       6.950751454528e-14       1.395786688535e-15       5.292059046883e-16 
  509       3.370756229395e-10       1.017410480869e-12      -6.773132615038e-12       8.185056987642e-15       6.902549576968e-14       1.364688712588e-15       5.162813957192e-16 
  510       3.379027547108e-10       1.007195530445e-12      -6.625489979851e-12       8.211253262685e-15       6.854772849814e-14       1.334828669701e-15       5.034019071970e-16 
  511       3.387038125055e-10       9.975200709321e-13      -6.475700300604e-12       8.237389699297e-15       6.807416883863e-14       1.306194405914e-15       4.905672643301e-16 
  512       3.394784088302e-10       9.883934860563e-13      -6.323859760524e-12       8.263462242309e-15       6.760477115207e-14       1.278773380997e-15       4.777772730755e-16 
