# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  537       3.509297595429e-10       9.178963505745e-13      -2.153716557577e-12       0.000000000000e+00       5.706753856653e-14       9.462814488722e-16       1.719439862372e-16 
  538       3.509229831194e-10       9.256014549483e-13      -1.977765486245e-12       0.000000000000e+00       5.668908519029e-14       9.457712183718e-16       1.602964279573e-16 
  539       3.508846344753e-10       9.340145735579e-13      -1.802322410551e-12       0.000000000000e+00       5.631374730250e-14       9.461848509271e-16       1.487021951111e-16 
  540       3.508149213638e-10       9.431343372440e-13      -1.627476682300e-12       0.000000000000e+00       5.594150669632e-14       9.475166233875e-16       1.371624766966e-16 
  541       3.507140580162e-10       9.529592724064e-13      -1.453318803254e-12       0.000000000000e+00       5.557234419638e-14       9.497606118831e-16       1.256784653450e-16 
  542       3.505822651763e-10       9.634878003931e-13      -1.279940430088e-12       0.000000000000e+00       5.520623965295e-14       9.529106907168e-16       1.142513573100e-16 
  543       3.504197701349e-10       9.747182368902e-13      -1.107434379353e-12       0.000000000000e+00       5.484317193611e-14       9.569605312558e-16       1.028823524573e-16 
  544       3.502268067643e-10       9.866487913120e-13      -9.358946324336e-13       0.000000000000e+00       5.448311892991e-14       9.619036008240e-16       9.157265425412e-17 
  545       3.500036155528e-10       9.992775661902e-13      -7.654163405085e-13       0.000000000000e+00       5.412605752656e-14       9.677331615937e-16       8.032346975844e-17 
  546       3.497504436398e-10       1.012602556564e-12      -5.960958295091e-13       0.000000000000e+00       5.377196362057e-14       9.744422694778e-16       6.913600960873e-17 
  547       3.494675448494e-10       1.026621649371e-12      -4.280306050796e-13       0.000000000000e+00       5.342081210297e-14       9.820237730216e-16       5.801148801321e-17 
  548       3.491551797259e-10       1.041332622833e-12      -2.613193575361e-13       0.000000000000e+00       5.307257685540e-14       9.904703122949e-16       4.695112273935e-17 
  549       3.488136155676e-10       1.056733145851e-12      -9.606196682647e-14       0.000000000000e+00       5.272723074436e-14       9.997743177841e-16       3.595613510335e-17 
  550       3.484431264619e-10       1.072820777393e-12       6.764049251044e-14       0.000000000000e+00       5.238474561531e-14       1.009928009284e-15       2.502774995952e-17 
  551       3.480439933195e-10       1.089592965880e-12       2.296857463853e-13       0.000000000000e+00       5.204509228690e-14       1.020923394789e-15       1.416719568980e-17 
  552       3.476165039093e-10       1.107047048583e-12       3.899703161985e-13       0.000000000000e+00       5.170824054510e-14       1.032752269387e-15       3.375704193183e-18 
  553       3.471609528924e-10       1.125180251005e-12       5.483895138814e-13       0.000000000000e+00       5.137415913736e-14       1.045406214150e-15      -7.345489124852e-18 
  554       3.466776418573e-10       1.143989686278e-12       7.048374369358e-13       0.000000000000e+00       5.104281576683e-14       1.058876595026e-15      -1.799514536286e-17 
  555       3.461668793539e-10       1.163472354548e-12       8.592069634754e-13       0.000000000000e+00       5.071417708647e-14       1.073154561731e-15      -2.857202213400e-17 
  556       3.456289809284e-10       1.183625142364e-12       1.011389747266e-12       0.000000000000e+00       5.038820869326e-14       1.088231046643e-15      -3.907487357657e-17 
  557       3.450642691578e-10       1.204444822073e-12       1.161276212765e-12       0.000000000000e+00       5.006487512236e-14       1.104096763690e-15      -4.950245036458e-17 
  558       3.444730736843e-10       1.225928051204e-12       1.308755550164e-12       0.000000000000e+00       4.974413984125e-14       1.120742207245e-15      -5.985349971828e-17 
  559       3.438557312500e-10       1.248071371863e-12       1.453715710428e-12       0.000000000000e+00       4.942596524395e-14       1.138157651018e-15      -7.012676541470e-17 
  560       3.432125857314e-10       1.270871210118e-12       1.596043400335e-12       0.000000000000e+00       4.911031264514e-14       1.156333146948e-15      -8.032098779825e-17 
  561       3.425439881738e-10       1.294323875392e-12       1.735624077520e-12       0.000000000000e+00       4.879714227437e-14       1.175258524091e-15      -9.043490379121e-17 
  562       3.418502968263e-10       1.318425559850e-12       1.872341945510e-12       0.000000000000e+00       4.848641327018e-14       1.194923387517e-15      -1.004672469043e-16 
  563       3.411318771758e-10       1.343172337793e-12       2.006079948769e-12       0.000000000000e+00       4.817808367432e-14       1.215317117203e-15      -1.104167472473e-16 
  564       3.403891019818e-10       1.368560165043e-12       2.136719767739e-12       0.000000000000e+00       4.787211042591e-14       1.236428866916e-15      -1.202821315395e-16 
  565       3.396223513112e-10       1.394584878336e-12       2.264141813874e-12       0.000000000000e+00       4.756844935556e-14       1.258247563117e-15      -1.300621231202e-16 
  566       3.388320251449e-10       1.421241317194e-12       2.388239433200e-12       0.000000000000e+00       4.726706191891e-14       1.280761415340e-15      -1.397556007127e-16 
  567       3.380185814850e-10       1.448520665963e-12       2.508961928525e-12       0.000000000000e+00       4.696793559926e-14       1.303956435771e-15      -1.493620791821e-16 
  568       3.371824992968e-10       1.476413042188e-12       2.626272634245e-12       0.000000000000e+00       4.667106401829e-14       1.327817879396e-15      -1.588812411664e-16 
  569       3.363242660633e-10       1.504908367012e-12       2.740134808335e-12       0.000000000000e+00       4.637644024094e-14       1.352330727776e-15      -1.683127795122e-16 
  570       3.354443778253e-10       1.533996364232e-12       2.850511632701e-12       0.000000000000e+00       4.608405677210e-14       1.377479687752e-15      -1.776563973445e-16 
  571       3.345433392198e-10       1.563666559362e-12       2.957366213537e-12       0.000000000000e+00       4.579390555330e-14       1.403249190158e-15      -1.869118081368e-16 
  572       3.336216635203e-10       1.593908278696e-12       3.060661581671e-12       0.000000000000e+00       4.550597795940e-14       1.429623388528e-15      -1.960787357810e-16 
  573       3.326798726749e-10       1.624710648368e-12       3.160360692928e-12       0.000000000000e+00       4.522026479528e-14       1.456586157803e-15      -2.051569146569e-16 
  574       3.317184973466e-10       1.656062593417e-12       3.256426428475e-12       0.000000000000e+00       4.493675629252e-14       1.484121093046e-15      -2.141460897027e-16 
  575       3.307380769518e-10       1.687952836842e-12       3.348821595181e-12       0.000000000000e+00       4.465544210611e-14       1.512211508149e-15      -2.230460164846e-16 
  576       3.297391596999e-10       1.720369898671e-12       3.437508925966e-12       0.000000000000e+00       4.437631131110e-14       1.540840434538e-15      -2.318564612668e-16 
  577       3.287223026325e-10       1.753302095019e-12       3.522451080154e-12       0.000000000000e+00       4.409935239933e-14       1.569990619890e-15      -2.405772010811e-16 
  578       3.276880716626e-10       1.786737537148e-12       3.603610643832e-12       0.000000000000e+00       4.382455327611e-14       1.599644526835e-15      -2.492080237973e-16 
  579       3.266370416140e-10       1.820664130533e-12       3.680950130196e-12       0.000000000000e+00       4.355190125687e-14       1.629784331671e-15      -2.577487281930e-16 
  580       3.255697962602e-10       1.855069573920e-12       3.754431979911e-12       0.000000000000e+00       4.328138306391e-14       1.660391923069e-15      -2.661991240232e-16 
  581       3.244869283643e-10       1.889941358389e-12       3.824018561458e-12       0.000000000000e+00       4.301298482304e-14       1.691448900787e-15      -2.745590320903e-16 
  582       3.233890397175e-10       1.925266766415e-12       3.889672171494e-12       0.000000000000e+00       4.274669206031e-14       1.722936574374e-15      -2.828282843145e-16 
  583       3.222767411788e-10       1.961032870933e-12       3.951355035200e-12       0.000000000000e+00       4.248248969864e-14       1.754835961883e-15      -2.910067238029e-16 
  584       3.211506527142e-10       1.997226534392e-12       4.009029306638e-12       0.000000000000e+00       4.222036205459e-14       1.787127788578e-15      -2.990942049203e-16 
  585       3.200114034359e-10       2.033834407827e-12       4.062657069101e-12       0.000000000000e+00       4.196029283495e-14       1.819792485648e-15      -3.070905933583e-16 
  586       3.188596316415e-10       2.070842929910e-12       4.112200335471e-12       0.000000000000e+00       4.170226513354e-14       1.852810188907e-15      -3.149957662056e-16 
  587       3.176959848534e-10       2.108238326021e-12       4.157621048568e-12       0.000000000000e+00       4.144626142781e-14       1.886160737516e-15      -3.228096120181e-16 
  588       3.165211198579e-10       2.146006607302e-12       4.198881081505e-12       0.000000000000e+00       4.119226357556e-14       1.919823672680e-15      -3.305320308884e-16 
  589       3.153357027446e-10       2.184133569723e-12       4.235942238042e-12       0.000000000000e+00       4.094025281164e-14       1.953778236365e-15      -3.381629345160e-16 
  590       3.141404089456e-10       2.222604793146e-12       4.268766252940e-12       0.000000000000e+00       4.069020974462e-14       1.988003370006e-15      -3.457022462770e-16 
  591       3.129359232744e-10       2.261405640377e-12       4.297314792311e-12       0.000000000000e+00       4.044211435351e-14       2.022477713213e-15      -3.531499012943e-16 
  592       3.117229399661e-10       2.300521256240e-12       4.321549453976e-12       0.000000000000e+00       4.019594598438e-14       2.057179602485e-15      -3.605058465070e-16 
  593       3.105021627153e-10       2.339936566628e-12       4.341431767814e-12       0.000000000000e+00       3.995168334715e-14       2.092087069916e-15      -3.677700407412e-16 
  594       3.092743047168e-10       2.379636277573e-12       4.356923196120e-12       0.000000000000e+00       3.970930451219e-14       2.127177841906e-15      -3.749424547788e-16 
  595       3.080400887035e-10       2.419604874300e-12       4.367985133954e-12       0.000000000000e+00       3.946878690704e-14       2.162429337869e-15      -3.820230714283e-16 
  596       3.068002469868e-10       2.459826620296e-12       4.374578909497e-12       0.000000000000e+00       3.923010731314e-14       2.197818668943e-15      -3.890118855942e-16 
  597       3.055555214951e-10       2.500285556365e-12       4.376665784404e-12       0.000000000000e+00       3.899324186243e-14       2.233322636701e-15      -3.959089043473e-16 
  598       3.043066638133e-10       2.540965499696e-12       4.374206954156e-12       0.000000000000e+00       3.875816603412e-14       2.268917731855e-15      -4.027141469942e-16 
  599       3.030544352220e-10       2.581850042919e-12       4.367163548415e-12       0.000000000000e+00       3.852485465136e-14       2.304580132973e-15      -4.094276451476e-16 
  600       3.017996067371e-10       2.622922553169e-12       4.355496631378e-12       0.000000000000e+00       3.829328187788e-14       2.340285705183e-15      -4.160494427958e-16 
  601       3.005429591484e-10       2.664166171150e-12       4.339167202127e-12       0.000000000000e+00       3.806342121476e-14       2.376009998882e-15      -4.225795963730e-16 
  602       2.992852830594e-10       2.705563810192e-12       4.318136194988e-12       0.000000000000e+00       3.783524549703e-14       2.411728248448e-15      -4.290181748291e-16 
  603       2.980273789264e-10       2.747098155315e-12       4.292364479878e-12       0.000000000000e+00       3.760872689044e-14       2.447415370949e-15      -4.353652596994e-16 
  604       2.967700570976e-10       2.788751662291e-12       4.261812862663e-12       0.000000000000e+00       3.738383688810e-14       2.483045964851e-15      -4.416209451747e-16 
  605       2.955140757140e-10       2.830507346273e-12       4.226453566506e-12       0.000000000000e+00       3.716055051865e-14       2.518598086440e-15      -4.477853267290e-16 
  606       2.942599526908e-10       2.872351170433e-12       4.186304978839e-12       0.000000000000e+00       3.693885908876e-14       2.554064681574e-15      -4.538584665592e-16 
  607       2.930081492857e-10       2.914269712984e-12       4.141397741771e-12       0.000000000000e+00       3.671875774092e-14       2.589442426652e-15      -4.598404274515e-16 
  608       2.917591318473e-10       2.956249382144e-12       4.091763350922e-12       0.000000000000e+00       3.650024126781e-14       2.624727975755e-15      -4.657312842140e-16 
  609       2.905133718338e-10       2.998276415454e-12       4.037434159534e-12       0.000000000000e+00       3.628330411036e-14       2.659917960600e-15      -4.715311237428e-16 
  610       2.892713458315e-10       3.040336879097e-12       3.978443382582e-12       0.000000000000e+00       3.606794035585e-14       2.695008990478e-15      -4.772400450889e-16 
  611       2.880335355741e-10       3.082416667222e-12       3.914825100886e-12       0.000000000000e+00       3.585414373592e-14       2.729997652208e-15      -4.828581595232e-16 
  612       2.868004279618e-10       3.124501501258e-12       3.846614265223e-12       0.000000000000e+00       3.564190762471e-14       2.764880510073e-15      -4.883855906040e-16 
  613       2.855725150795e-10       3.166576929240e-12       3.773846700433e-12       0.000000000000e+00       3.543122503685e-14       2.799654105777e-15      -4.938224742419e-16 
  614       2.843502942165e-10       3.208628325126e-12       3.696559109539e-12       0.000000000000e+00       3.522208862561e-14       2.834314958379e-15      -4.991689587669e-16 
  615       2.831342678849e-10       3.250640888118e-12       3.614789077849e-12       0.000000000000e+00       3.501449068088e-14       2.868859564249e-15      -5.044252049941e-16 
  616       2.819249438387e-10       3.292599641981e-12       3.528575077073e-12       0.000000000000e+00       3.480842312730e-14       2.903284397008e-15      -5.095913862899e-16 
  617       2.807228350929e-10       3.334489434363e-12       3.437956469435e-12       0.000000000000e+00       3.460387752232e-14       2.937585907474e-15      -5.146676886384e-16 
  618       2.795284599420e-10       3.376294936119e-12       3.342973511778e-12       0.000000000000e+00       3.440084505424e-14       2.971760523612e-15      -5.196543107073e-16 
  619       2.783423419792e-10       3.418000640624e-12       3.243667359682e-12       0.000000000000e+00       3.419931654028e-14       3.005804650474e-15      -5.245514639143e-16 
  620       2.771650101152e-10       3.459590863100e-12       3.140080071569e-12       0.000000000000e+00       3.399928242470e-14       3.039714670149e-15      -5.293593724930e-16 
  621       2.759969985972e-10       3.501049739932e-12       3.032254612822e-12       0.000000000000e+00       3.380073277679e-14       3.073486941707e-15      -5.340782735593e-16 
  622       2.748388470279e-10       3.542361227988e-12       2.920234859887e-12       0.000000000000e+00       3.360365728899e-14       3.107117801145e-15      -5.387084171774e-16 
  623       2.736911003841e-10       3.583509103943e-12       2.804065604392e-12       0.000000000000e+00       3.340804527494e-14       3.140603561334e-15      -5.432500664262e-16 
  624       2.725543090359e-10       3.624476963593e-12       2.683792557253e-12       0.000000000000e+00       3.321388566756e-14       3.173940511961e-15      -5.477034974651e-16 
  625       2.714290287654e-10       3.665248221180e-12       2.559462352788e-12       0.000000000000e+00       3.302116701708e-14       3.207124919482e-15      -5.520689996005e-16 
  626       2.703158207861e-10       3.705806108711e-12       2.431122552828e-12       0.000000000000e+00       3.282987748916e-14       3.240153027058e-15      -5.563468753520e-16 
  627       2.692152517609e-10       3.746133675276e-12       2.298821650826e-12       0.000000000000e+00       3.264000486292e-14       3.273021054511e-15      -5.605374405180e-16 
  628       2.681278938221e-10       3.786213786371e-12       2.162609075971e-12       0.000000000000e+00       3.245153652902e-14       3.305725198261e-15      -5.646410242426e-16 
  629       2.670543245894e-10       3.826029123216e-12       2.022535197298e-12       0.000000000000e+00       3.226445948772e-14       3.338261631279e-15      -5.686579690814e-16 
  630       2.659951271894e-10       3.865562182074e-12       1.878651327797e-12       0.000000000000e+00       3.207876034698e-14       3.370626503026e-15      -5.725886310676e-16 
  631       2.649508902742e-10       3.904795273576e-12       1.731009728529e-12       0.000000000000e+00       3.189442532046e-14       3.402815939404e-15      -5.764333797784e-16 
  632       2.639222080405e-10       3.943710522034e-12       1.579663612732e-12       0.000000000000e+00       3.171144022567e-14       3.434826042701e-15      -5.801925984009e-16 
  633       2.629096802484e-10       3.982289864769e-12       1.424667149938e-12       0.000000000000e+00       3.152979048196e-14       3.466652891534e-15      -5.838666837985e-16 
  634       2.619139122405e-10       4.020515051424e-12       1.266075470079e-12       0.000000000000e+00       3.134946110864e-14       3.498292540798e-15      -5.874560465770e-16 
  635       2.609355149603e-10       4.058367643287e-12       1.103944667598e-12       0.000000000000e+00       3.117043672302e-14       3.529741021608e-15      -5.909611111506e-16 
  636       2.599751049719e-10       4.095829012612e-12       9.383318055647e-13       0.000000000000e+00       3.099270153851e-14       3.560994341250e-15      -5.943823158084e-16 
  637       2.590333044783e-10       4.132880341939e-12       7.692949197846e-13       0.000000000000e+00       3.081623936265e-14       3.592048483122e-15      -5.977201127801e-16 
  638       2.581107413405e-10       4.169502623412e-12       5.968930229085e-13       0.000000000000e+00       3.064103359518e-14       3.622899406683e-15      -6.009749683028e-16 
  639       2.572080490964e-10       4.205676658100e-12       4.211861085454e-13       0.000000000000e+00       3.046706722613e-14       3.653543047396e-15      -6.041473626865e-16 
  640       2.563258669800e-10       4.241383055318e-12       2.422351553735e-13       0.000000000000e+00       3.029432283390e-14       3.683975316676e-15      -6.072377903808e-16 
  641       2.554648399397e-10       4.276602231946e-12       6.010213125084e-14       0.000000000000e+00       3.012278258326e-14       3.714192101836e-15      -6.102467600405e-16 
  642       2.546256186578e-10       4.311314411749e-12      -1.251500026728e-13       0.000000000000e+00       2.995242822349e-14       3.744189266030e-15      -6.131747945924e-16 
  643       2.538088595691e-10       4.345499624699e-12      -3.134572878454e-13       0.000000000000e+00       2.978324108641e-14       3.773962648201e-15      -6.160224313012e-16 
  644       2.530151361569e-10       4.379139790610e-12      -5.047528510107e-13       0.000000000000e+00       2.961520473848e-14       3.803508407401e-15      -6.187900567084e-16 
  645       2.522446705980e-10       4.412225023194e-12      -6.989611129945e-13       0.000000000000e+00       2.944831300678e-14       3.832824064403e-15      -6.214774072153e-16 
  646       2.514975960823e-10       4.444747467326e-12      -8.960034407326e-13       0.000000000000e+00       2.928256213083e-14       3.861907483556e-15      -6.240840573293e-16 
  647       2.507740449789e-10       4.476699227559e-12      -1.095800043942e-12       0.000000000000e+00       2.911794812388e-14       3.890756530584e-15      -6.266095837855e-16 
  648       2.500741488298e-10       4.508072368053e-12      -1.298269970456e-12       0.000000000000e+00       2.895446677168e-14       3.919369072638e-15      -6.290535655662e-16 
  649       2.493980383431e-10       4.538858912493e-12      -1.503331101561e-12       0.000000000000e+00       2.879211363138e-14       3.947742978334e-15      -6.314155839182e-16 
  650       2.487458433860e-10       4.569050844012e-12      -1.710900147334e-12       0.000000000000e+00       2.863088403035e-14       3.975876117806e-15      -6.336952223723e-16 
  651       2.481176929784e-10       4.598640105114e-12      -1.920892641976e-12       0.000000000000e+00       2.847077306496e-14       4.003766362746e-15      -6.358920667610e-16 
  652       2.475137152862e-10       4.627618597594e-12      -2.133222939149e-12       0.000000000000e+00       2.831177559949e-14       4.031411586450e-15      -6.380057052373e-16 
  653       2.469340376142e-10       4.655978182465e-12      -2.347804207313e-12       0.000000000000e+00       2.815388626492e-14       4.058809663868e-15      -6.400357282933e-16 
  654       2.463787863999e-10       4.683710679875e-12      -2.564548425062e-12       0.000000000000e+00       2.799709945778e-14       4.085958471639e-15      -6.419817287782e-16 
  655       2.458480872064e-10       4.710807869030e-12      -2.783366376460e-12       0.000000000000e+00       2.784140933896e-14       4.112855888149e-15      -6.438433019174e-16 
  656       2.453420647158e-10       4.737261488121e-12      -3.004167646376e-12       0.000000000000e+00       2.768680983258e-14       4.139499793566e-15      -6.456200453302e-16 
  657       2.448608427226e-10       4.763063234240e-12      -3.226860615821e-12       0.000000000000e+00       2.753329462481e-14       4.165888069891e-15      -6.473115590489e-16 
  658       2.444045441267e-10       4.788204763306e-12      -3.451352457284e-12       0.000000000000e+00       2.738085716269e-14       4.192018601000e-15      -6.489174455371e-16 
  659       2.439732909270e-10       4.812677689986e-12      -3.677549130069e-12       0.000000000000e+00       2.722949065296e-14       4.217889272693e-15      -6.504373097080e-16 
  660       2.435672042146e-10       4.836473587618e-12      -3.905355375629e-12       0.000000000000e+00       2.707918806094e-14       4.243497972735e-15      -6.518707589429e-16 
  661       2.431864041658e-10       4.859583988130e-12      -4.134674712903e-12       0.000000000000e+00       2.692994210931e-14       4.268842590903e-15      -6.532174031097e-16 
  662       2.428310100358e-10       4.882000381968e-12      -4.365409433655e-12       0.000000000000e+00       2.678174527697e-14       4.293921019034e-15      -6.544768545816e-16 
  663       2.425011401518e-10       4.903714218013e-12      -4.597460597806e-12       0.000000000000e+00       2.663458979788e-14       4.318731151066e-15      -6.556487282551e-16 
  664       2.421969119062e-10       4.924716903507e-12      -4.830728028770e-12       0.000000000000e+00       2.648846765989e-14       4.343270883085e-15      -6.567326415689e-16 
  665       2.419184417499e-10       4.944999803970e-12      -5.065110308794e-12       0.000000000000e+00       2.634337060353e-14       4.367538113370e-15      -6.577282145219e-16 
  666       2.416658451859e-10       4.964554243130e-12      -5.300504774291e-12       0.000000000000e+00       2.619929012094e-14       4.391530742442e-15      -6.586350696923e-16 
  667       2.414392367621e-10       4.983371502838e-12      -5.536807511178e-12       0.000000000000e+00       2.605621745459e-14       4.415246673101e-15      -6.594528322553e-16 
  668       2.412387300648e-10       5.001442822992e-12      -5.773913350209e-12       0.000000000000e+00       2.591414359622e-14       4.438683810480e-15      -6.601811300023e-16 
  669       2.410644377121e-10       5.018759401464e-12      -6.011715862315e-12       0.000000000000e+00       2.577305928560e-14       4.461840062084e-15      -6.608195933588e-16 
  670       2.409164713471e-10       5.035312394016e-12      -6.250107353939e-12       0.000000000000e+00       2.563295500938e-14       4.484713337839e-15      -6.613678554032e-16 
  671       2.407949416311e-10       5.051092914224e-12      -6.488978862368e-12       0.000000000000e+00       2.549382099995e-14       4.507301550135e-15      -6.618255518850e-16 
  672       2.406999582370e-10       5.066092033403e-12      -6.728220151075e-12       0.000000000000e+00       2.535564723426e-14       4.529602613875e-15      -6.621923212435e-16 
  673       2.406316298424e-10       5.080300780524e-12      -6.967719705053e-12       0.000000000000e+00       2.521842343264e-14       4.551614446513e-15      -6.624678046263e-16 
  674       2.405900641232e-10       5.093710142144e-12      -7.207364726150e-12       0.000000000000e+00       2.508213905764e-14       4.573334968107e-15      -6.626516459073e-16 
  675       2.405753677465e-10       5.106311062318e-12      -7.447041128405e-12       0.000000000000e+00       2.494678331290e-14       4.594762101362e-15      -6.627434917058e-16 
  676       2.405876463642e-10       5.118094442531e-12      -7.686633533386e-12       0.000000000000e+00       2.481234514191e-14       4.615893771670e-15      -6.627429914045e-16 
  677       2.406270046062e-10       5.129051141614e-12      -7.926025265524e-12       0.000000000000e+00       2.467881322692e-14       4.636727907164e-15      -6.626497971682e-16 
  678       2.406935460736e-10       5.139171975668e-12      -8.165098347452e-12       0.000000000000e+00       2.454617598772e-14       4.657262438756e-15      -6.624635639620e-16 
  679       2.407873733319e-10       5.148447717988e-12      -8.403733495338e-12       0.000000000000e+00       2.441442158053e-14       4.677495300187e-15      -6.621839495701e-16 
  680       2.409085879046e-10       5.156869098980e-12      -8.641810114221e-12       0.000000000000e+00       2.428353789675e-14       4.697424428069e-15      -6.618106146142e-16 
  681       2.410572902663e-10       5.164426806092e-12      -8.879206293351e-12       0.000000000000e+00       2.415351256188e-14       4.717047761932e-15      -6.613432225717e-16 
  682       2.412335798358e-10       5.171111483725e-12      -9.115798801521e-12       0.000000000000e+00       2.402433293431e-14       4.736363244271e-15      -6.607814397942e-16 
  683       2.414374955748e-10       5.176915862590e-12      -9.351471620933e-12       0.000000000000e+00       2.389598785666e-14       4.755369079335e-15      -6.601252137665e-16 
  684       2.416688364047e-10       5.181841197779e-12      -9.586141758141e-12       0.000000000000e+00       2.376847295321e-14       4.774064515483e-15      -6.593756143628e-16 
  685       2.419273369429e-10       5.185890967960e-12      -9.819733974833e-12       0.000000000000e+00       2.364178544321e-14       4.792449079623e-15      -6.585340105840e-16 
  686       2.422127265289e-10       5.189068758866e-12      -1.005217229673e-11       0.000000000000e+00       2.351592239797e-14       4.810522320081e-15      -6.576017940334e-16 
  687       2.425247292022e-10       5.191378263768e-12      -1.028338001111e-11       0.000000000000e+00       2.339088074011e-14       4.828283806719e-15      -6.565803790068e-16 
  688       2.428630636803e-10       5.192823283938e-12      -1.051327966435e-11       0.000000000000e+00       2.326665724283e-14       4.845733131043e-15      -6.554712025820e-16 
  689       2.432274433368e-10       5.193407729123e-12      -1.074179305943e-11       0.000000000000e+00       2.314324852921e-14       4.862869906314e-15      -6.542757247095e-16 
  690       2.436175761793e-10       5.193135618009e-12      -1.096884125350e-11       0.000000000000e+00       2.302065107151e-14       4.879693767664e-15      -6.529954283015e-16 
  691       2.440331648278e-10       5.192011078699e-12      -1.119434455538e-11       0.000000000000e+00       2.289886119042e-14       4.896204372204e-15      -6.516318193227e-16 
  692       2.444739064920e-10       5.190038349171e-12      -1.141822252309e-11       0.000000000000e+00       2.277787505438e-14       4.912401399137e-15      -6.501864268796e-16 
  693       2.449394929502e-10       5.187221777758e-12      -1.164039396139e-11       0.000000000000e+00       2.265768867883e-14       4.928284549869e-15      -6.486608033108e-16 
  694       2.454296105267e-10       5.183565823607e-12      -1.186077691933e-11       0.000000000000e+00       2.253829792553e-14       4.943853548121e-15      -6.470565242766e-16 
  695       2.459439400699e-10       5.179075057158e-12      -1.207928868771e-11       0.000000000000e+00       2.241969850180e-14       4.959108140043e-15      -6.453751888494e-16 
  696       2.464821569308e-10       5.173754160605e-12      -1.229584579670e-11       0.000000000000e+00       2.230188595985e-14       4.974048094322e-15      -6.436184196031e-16 
  697       2.470439309404e-10       5.167607928371e-12      -1.251036401331e-11       0.000000000000e+00       2.218485569603e-14       4.988673202297e-15      -6.417878627036e-16 
  698       2.476289263881e-10       5.160641267572e-12      -1.272275833891e-11       0.000000000000e+00       2.206860295014e-14       5.002983278067e-15      -6.398851879982e-16 
  699       2.482368019996e-10       5.152859198493e-12      -1.293294300682e-11       0.000000000000e+00       2.195312280470e-14       5.016978158607e-15      -6.379120891058e-16 
  700       2.488672109151e-10       5.144266855049e-12      -1.314083147978e-11       0.000000000000e+00       2.183841018422e-14       5.030657703877e-15      -6.358702835068e-16 
  701       2.495198006670e-10       5.134869485261e-12      -1.334633644751e-11       0.000000000000e+00       2.172445985452e-14       5.044021796934e-15      -6.337615126332e-16 
  702       2.501942131582e-10       5.124672451721e-12      -1.354936982424e-11       0.000000000000e+00       2.161126642198e-14       5.057070344046e-15      -6.315875419581e-16 
  703       2.508900846400e-10       5.113681232065e-12      -1.374984274620e-11       0.000000000000e+00       2.149882433286e-14       5.069803274800e-15      -6.293501610861e-16 
  704       2.516070456903e-10       5.101901419437e-12      -1.394766556921e-11       0.000000000000e+00       2.138712787253e-14       5.082220542216e-15      -6.270511838428e-16 
  705       2.523447211914e-10       5.089338722963e-12      -1.414274786617e-11       0.000000000000e+00       2.127617116482e-14       5.094322122859e-15      -6.246924483652e-16 
  706       2.531027303081e-10       5.075998968218e-12      -1.433499842460e-11       0.000000000000e+00       2.116594817124e-14       5.106108016949e-15      -6.222758171913e-16 
  707       2.538806864659e-10       5.061888097694e-12      -1.452432524416e-11       0.000000000000e+00       2.105645269033e-14       5.117578248475e-15      -6.198031773500e-16 
  708       2.546781973286e-10       5.047012171274e-12      -1.471063553421e-11       0.000000000000e+00       2.094767835689e-14       5.128732865306e-15      -6.172764404514e-16 
  709       2.554948647768e-10       5.031377366693e-12      -1.489383571128e-11       0.000000000000e+00       2.083961864127e-14       5.139571939301e-15      -6.146975427763e-16 
  710       2.563302848858e-10       5.014989980017e-12      -1.507383139668e-11       0.000000000000e+00       2.073226684871e-14       5.150095566422e-15      -6.120684453664e-16 
  711       2.571840479035e-10       4.997856426103e-12      -1.525052741394e-11       0.000000000000e+00       2.062561611853e-14       5.160303866846e-15      -6.093911341140e-16 
  712       2.580557382283e-10       4.979983239076e-12      -1.542382778643e-11       0.000000000000e+00       2.051965942352e-14       5.170196985079e-15      -6.066676198524e-16 
  713       2.589449343875e-10       4.961377072791e-12      -1.559363573481e-11       0.000000000000e+00       2.041438956912e-14       5.179775090060e-15      -6.038999384452e-16 
  714       2.598512090151e-10       4.942044701308e-12      -1.575985367460e-11       0.000000000000e+00       2.030979919280e-14       5.189038375284e-15      -6.010901508767e-16 
  715       2.607741288300e-10       4.921993019359e-12      -1.592238321372e-11       0.000000000000e+00       2.020588076326e-14       5.197987058903e-15      -5.982403433417e-16 
  716       2.617132546136e-10       4.901229042816e-12      -1.608112514999e-11       0.000000000000e+00       2.010262657979e-14       5.206621383845e-15      -5.953526273353e-16 
  717       2.626681411883e-10       4.879759909162e-12      -1.623597946867e-11       0.000000000000e+00       2.000002877149e-14       5.214941617922e-15      -5.924291397431e-16 
