# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1240       1.175273320135e-10       3.360730956076e-12       1.323829542707e-12       0.000000000000e+00       2.504830792156e-15       2.110665032985e-16      -8.116255074051e-17 
 1241       1.169142280911e-10       3.389147149053e-12       1.276638589260e-12       0.000000000000e+00       2.496955387041e-15       2.156701350172e-16      -8.176141066581e-17 
 1242       1.163062382630e-10       3.417375828516e-12       1.227176607161e-12       0.000000000000e+00       2.489110733905e-15       2.202608429252e-16      -8.234386688148e-17 
 1243       1.157035170909e-10       3.445405754456e-12       1.175476418313e-12       0.000000000000e+00       2.481296709841e-15       2.248368473324e-16      -8.291034874194e-17 
 1244       1.151062199756e-10       3.473225620150e-12       1.121571106388e-12       0.000000000000e+00       2.473513189915e-15       2.293963576161e-16      -8.346128877338e-17 
 1245       1.145145031581e-10       3.500824052030e-12       1.065494017389e-12       0.000000000000e+00       2.465760047157e-15       2.339375721991e-16      -8.399712268044e-17 
 1246       1.139285237218e-10       3.528189609555e-12       1.007278760202e-12       0.000000000000e+00       2.458037152558e-15       2.384586785286e-16      -8.451828935280e-17 
 1247       1.133484395931e-10       3.555310785078e-12       9.469592071657e-13       0.000000000000e+00       2.450344375065e-15       2.429578530542e-16      -8.502523087191e-17 
 1248       1.127744095441e-10       3.582176003720e-12       8.845694946205e-13       0.000000000000e+00       2.442681581576e-15       2.474332612065e-16      -8.551839251760e-17 
 1249       1.122065931930e-10       3.608773623235e-12       8.201440234741e-13       0.000000000000e+00       2.435048636932e-15       2.518830573757e-16      -8.599822277473e-17 
 1250       1.116451510069e-10       3.635091933888e-12       7.537174597577e-13       0.000000000000e+00       2.427445403915e-15       2.563053848897e-16      -8.646517333989e-17 
 1251       1.110902443021e-10       3.661119158314e-12       6.853247351862e-13       0.000000000000e+00       2.419871743243e-15       2.606983759931e-16      -8.691969912801e-17 
 1252       1.105420352468e-10       3.686843451400e-12       6.150010477167e-13       0.000000000000e+00       2.412327513563e-15       2.650601518251e-16      -8.736225827905e-17 
 1253       1.100006868618e-10       3.712252900145e-12       5.427818621076e-13       0.000000000000e+00       2.404812571446e-15       2.693888223983e-16      -8.779331216461e-17 
 1254       1.094663630228e-10       3.737335523536e-12       4.687029104782e-13       0.000000000000e+00       2.397326771385e-15       2.736824865768e-16      -8.821332539465e-17 
 1255       1.089392284612e-10       3.762079272418e-12       3.928001928672e-13       0.000000000000e+00       2.389869965784e-15       2.779392320552e-16      -8.862276582409e-17 
 1256       1.084194487663e-10       3.786472029361e-12       3.151099777922e-13       0.000000000000e+00       2.382442004960e-15       2.821571353364e-16      -8.902210455948e-17 
 1257       1.079071903866e-10       3.810501608530e-12       2.356688028084e-13       0.000000000000e+00       2.375042737132e-15       2.863342617107e-16      -8.941181596569e-17 
 1258       1.074026206314e-10       3.834155755561e-12       1.545134750682e-13       0.000000000000e+00       2.367672008419e-15       2.904686652338e-16      -8.979237767250e-17 
 1259       1.069059076725e-10       3.857422147423e-12       7.168107187956e-14       0.000000000000e+00       2.360329662835e-15       2.945583887051e-16      -9.016427058132e-17 
 1260       1.064172205453e-10       3.880288392294e-12      -1.279105873407e-14       0.000000000000e+00       2.353015542281e-15       2.986014636469e-16      -9.052797887181e-17 
 1261       1.059367291510e-10       3.902742029427e-12      -9.886529747535e-14       0.000000000000e+00       2.345729486544e-15       3.025959102821e-16      -9.088399000854e-17 
 1262       1.054646042578e-10       3.924770529025e-12      -1.865037532136e-13       0.000000000000e+00       2.338471333287e-15       3.065397375129e-16      -9.123279474765e-17 
 1263       1.050010175025e-10       3.946361292105e-12      -2.756682624260e-13       0.000000000000e+00       2.331240918051e-15       3.104309428993e-16      -9.157488714352e-17 
 1264       1.045461413922e-10       3.967501650374e-12      -3.663203886380e-13       0.000000000000e+00       2.324038074241e-15       3.142675126377e-16      -9.191076455540e-17 
 1265       1.041001493058e-10       3.988178866095e-12      -4.584214218649e-13       0.000000000000e+00       2.316862633128e-15       3.180474215389e-16      -9.224092765406e-17 
 1266       1.036632154952e-10       4.008380131958e-12      -5.519323780523e-13       0.000000000000e+00       2.309714423841e-15       3.217686330071e-16      -9.256588042849e-17 
 1267       1.032355150877e-10       4.028092570950e-12      -6.468139985172e-13       0.000000000000e+00       2.302593273363e-15       3.254290990179e-16      -9.288613019251e-17 
 1268       1.028171954478e-10       4.047304895745e-12      -7.430259193930e-13       0.000000000000e+00       2.295499022495e-15       3.290274505611e-16      -9.320206451480e-17 
 1269       1.024082899002e-10       4.066012408061e-12      -8.405241706108e-13       0.000000000000e+00       2.288431573974e-15       3.325650777239e-16      -9.351358044265e-17 
 1270       1.020088030157e-10       4.084212056680e-12      -9.392636469707e-13       0.000000000000e+00       2.281390844900e-15       3.360440735473e-16      -9.382045101656e-17 
 1271       1.016187391588e-10       4.101900783159e-12      -1.039198934902e-12       0.000000000000e+00       2.274376750813e-15       3.394665457669e-16      -9.412244795662e-17 
 1272       1.012381024879e-10       4.119075521819e-12      -1.140284311843e-12       0.000000000000e+00       2.267389205688e-15       3.428346168435e-16      -9.441934165996e-17 
 1273       1.008668969540e-10       4.135733199741e-12      -1.242473745616e-12       0.000000000000e+00       2.260428121931e-15       3.461504239924e-16      -9.471090119822e-17 
 1274       1.005051263007e-10       4.151870736760e-12      -1.345720893813e-12       0.000000000000e+00       2.253493410377e-15       3.494161192136e-16      -9.499689431506e-17 
 1275       1.001527940631e-10       4.167485045457e-12      -1.449979103169e-12       0.000000000000e+00       2.246584980283e-15       3.526338693222e-16      -9.527708742360e-17 
 1276       9.980990356796e-11       4.182573031156e-12      -1.555201408944e-12       0.000000000000e+00       2.239702739324e-15       3.558058559773e-16      -9.555124560391e-17 
 1277       9.947645793229e-11       4.197131591914e-12      -1.661340534299e-12       0.000000000000e+00       2.232846593594e-15       3.589342757131e-16      -9.581913260050e-17 
 1278       9.915246006341e-11       4.211157618518e-12      -1.768348889679e-12       0.000000000000e+00       2.226016447596e-15       3.620213399680e-16      -9.608051081977e-17 
 1279       9.883791265809e-11       4.224647994477e-12      -1.876178572191e-12       0.000000000000e+00       2.219212204242e-15       3.650692751149e-16      -9.633514132752e-17 
 1280       9.853281820210e-11       4.237599596018e-12      -1.984781364979e-12       0.000000000000e+00       2.212433764849e-15       3.680803224912e-16      -9.658278384640e-17 
 1281       9.823717896956e-11       4.250009292075e-12      -2.094108736610e-12       0.000000000000e+00       2.205681029130e-15       3.710567384284e-16      -9.682319675341e-17 
 1282       9.795099702243e-11       4.261873944290e-12      -2.204111840446e-12       0.000000000000e+00       2.198953895199e-15       3.740007942825e-16      -9.705613707734e-17 
 1283       9.767427420990e-11       4.273190407001e-12      -2.314741514027e-12       0.000000000000e+00       2.192252259559e-15       3.769147764635e-16      -9.728136049630e-17 
 1284       9.740701216787e-11       4.283955527238e-12      -2.425948278450e-12       0.000000000000e+00       2.185576017101e-15       3.798009864658e-16      -9.749862133514e-17 
 1285       9.714921231835e-11       4.294166144718e-12      -2.537682337747e-12       0.000000000000e+00       2.178925061103e-15       3.826617408977e-16      -9.770767256297e-17 
 1286       9.690087586888e-11       4.303819091835e-12      -2.649893578264e-12       0.000000000000e+00       2.172299283220e-15       3.854993715115e-16      -9.790826579063e-17 
 1287       9.666200381200e-11       4.312911193658e-12      -2.762531568041e-12       0.000000000000e+00       2.165698573486e-15       3.883162252337e-16      -9.810015126815e-17 
 1288       9.643259692465e-11       4.321439267925e-12      -2.875545556188e-12       0.000000000000e+00       2.159122820306e-15       3.911146641945e-16      -9.828307788223e-17 
 1289       9.621265576763e-11       4.329400125031e-12      -2.988884472268e-12       0.000000000000e+00       2.152571910454e-15       3.938970657582e-16      -9.845679315372e-17 
 1290       9.600218068499e-11       4.336790568030e-12      -3.102496925676e-12       0.000000000000e+00       2.146045729070e-15       3.966658225525e-16      -9.862104323513e-17 
 1291       9.580117180352e-11       4.343607392622e-12      -3.216331205013e-12       0.000000000000e+00       2.139544159653e-15       3.994233424993e-16      -9.877557290803e-17 
 1292       9.560962903213e-11       4.349847387151e-12      -3.330335277470e-12       0.000000000000e+00       2.133067084059e-15       4.021720488440e-16      -9.892012558063e-17 
 1293       9.542755206131e-11       4.355507332596e-12      -3.444456788205e-12       0.000000000000e+00       2.126614382499e-15       4.049143801855e-16      -9.905444328514e-17 
 1294       9.525494036254e-11       4.360584002569e-12      -3.558643059724e-12       0.000000000000e+00       2.120185933530e-15       4.076527905064e-16      -9.917826667537e-17 
 1295       9.509179318777e-11       4.365074163303e-12      -3.672841091256e-12       0.000000000000e+00       2.113781614057e-15       4.103897492030e-16      -9.929133502409e-17 
 1296       9.493810956878e-11       4.368974573651e-12      -3.786997558136e-12       0.000000000000e+00       2.107401299324e-15       4.131277411146e-16      -9.939338622059e-17 
 1297       9.479388831668e-11       4.372281985078e-12      -3.901058811181e-12       0.000000000000e+00       2.101044862913e-15       4.158692665544e-16      -9.948415676814e-17 
 1298       9.465912802130e-11       4.374993141652e-12      -4.014970876072e-12       0.000000000000e+00       2.094712176740e-15       4.186168413385e-16      -9.956338178142e-17 
 1299       9.453382705063e-11       4.377104780045e-12      -4.128679452732e-12       0.000000000000e+00       2.088403111050e-15       4.213729968166e-16      -9.963079498407e-17 
 1300       9.441798355028e-11       4.378613629519e-12      -4.242129914701e-12       0.000000000000e+00       2.082117534414e-15       4.241402799015e-16      -9.968612870611e-17 
 1301       9.431159544287e-11       4.379516411923e-12      -4.355267308523e-12       0.000000000000e+00       2.075855313722e-15       4.269212530992e-16      -9.972911388143e-17 
 1302       9.421466042748e-11       4.379809841689e-12      -4.468036353118e-12       0.000000000000e+00       2.069616314187e-15       4.297184945387e-16      -9.975948004531e-17 
 1303       9.412717597910e-11       4.379490625823e-12      -4.580381439163e-12       0.000000000000e+00       2.063400399330e-15       4.325345980023e-16      -9.977695533181e-17 
 1304       9.404913934802e-11       4.378555463900e-12      -4.692246628473e-12       0.000000000000e+00       2.057207430985e-15       4.353721729549e-16      -9.978126647133e-17 
 1305       9.398054755932e-11       4.377001048057e-12      -4.803575653379e-12       0.000000000000e+00       2.051037269293e-15       4.382338445747e-16      -9.977213878806e-17 
 1306       9.392139741224e-11       4.374824062987e-12      -4.914311916105e-12       0.000000000000e+00       2.044889772694e-15       4.411222537827e-16      -9.974929619743e-17 
 1307       9.387166626784e-11       4.372022629841e-12      -5.024402568066e-12       0.000000000000e+00       2.038764810894e-15       4.440390487490e-16      -9.971252885672e-17 
 1308       9.383125417775e-11       4.368600655612e-12      -5.133810798934e-12       0.000000000000e+00       2.032662303918e-15       4.469818470065e-16      -9.966189694992e-17 
 1309       9.380004110689e-11       4.364563532392e-12      -5.242503683809e-12       0.000000000000e+00       2.026582183483e-15       4.499472394136e-16      -9.959752917752e-17 
 1310       9.377790608466e-11       4.359916697974e-12      -5.350448115438e-12       0.000000000000e+00       2.020524380073e-15       4.529317955537e-16      -9.951955531237e-17 
 1311       9.376472720299e-11       4.354665635947e-12      -5.457610803882e-12       0.000000000000e+00       2.014488822928e-15       4.559320636946e-16      -9.942810620197e-17 
 1312       9.376038161448e-11       4.348815875795e-12      -5.563958276181e-12       0.000000000000e+00       2.008475440050e-15       4.589445707478e-16      -9.932331377065e-17 
 1313       9.376474553043e-11       4.342372992985e-12      -5.669456876016e-12       0.000000000000e+00       2.002484158195e-15       4.619658222272e-16      -9.920531102183e-17 
 1314       9.377769421894e-11       4.335342609071e-12      -5.774072763382e-12       0.000000000000e+00       1.996514902868e-15       4.649923022085e-16      -9.907423204025e-17 
 1315       9.379910200300e-11       4.327730391780e-12      -5.877771914244e-12       0.000000000000e+00       1.990567598326e-15       4.680204732883e-16      -9.893021199414e-17 
 1316       9.382884225860e-11       4.319542055116e-12      -5.980520120213e-12       0.000000000000e+00       1.984642167572e-15       4.710467765435e-16      -9.877338713751e-17 
 1317       9.386678741273e-11       4.310783359447e-12      -6.082282988200e-12       0.000000000000e+00       1.978738532348e-15       4.740676314901e-16      -9.860389481236e-17 
 1318       9.391280894158e-11       4.301460111608e-12      -6.183025940090e-12       0.000000000000e+00       1.972856613141e-15       4.770794360424e-16      -9.842187345086e-17 
 1319       9.396677736850e-11       4.291578164989e-12      -6.282714212404e-12       0.000000000000e+00       1.966996329170e-15       4.800785664722e-16      -9.822746257765e-17 
 1320       9.402856226220e-11       4.281143419636e-12      -6.381312855966e-12       0.000000000000e+00       1.961157598390e-15       4.830613773683e-16      -9.802080281201e-17 
 1321       9.409803223474e-11       4.270161822342e-12      -6.478786735565e-12       0.000000000000e+00       1.955340337488e-15       4.860242015950e-16      -9.780203587010e-17 
 1322       9.417505493968e-11       4.258639366746e-12      -6.575100529623e-12       0.000000000000e+00       1.949544461877e-15       4.889633502517e-16      -9.757130456721e-17 
 1323       9.425949707011e-11       4.246582093424e-12      -6.670218729863e-12       0.000000000000e+00       1.943769885695e-15       4.918751126320e-16      -9.732875281994e-17 
 1324       9.435122435677e-11       4.233996089987e-12      -6.764105640969e-12       0.000000000000e+00       1.938016521801e-15       4.947557561827e-16      -9.707452564846e-17 
 1325       9.445010156614e-11       4.220887491177e-12      -6.856725380253e-12       0.000000000000e+00       1.932284281775e-15       4.976015264629e-16      -9.680876917873e-17 
 1326       9.455599249848e-11       4.207262478959e-12      -6.948041877323e-12       0.000000000000e+00       1.926573075911e-15       5.004086471037e-16      -9.653163064473e-17 
 1327       9.466875998596e-11       4.193127282619e-12      -7.038018873747e-12       0.000000000000e+00       1.920882813216e-15       5.031733197664e-16      -9.624325839066e-17 
 1328       9.478826589071e-11       4.178488178857e-12      -7.126619922716e-12       0.000000000000e+00       1.915213401407e-15       5.058917241027e-16      -9.594380187321e-17 
 1329       9.491437110291e-11       4.163351491884e-12      -7.213808388715e-12       0.000000000000e+00       1.909564746908e-15       5.085600177128e-16      -9.563341166374e-17 
 1330       9.504693553892e-11       4.147723593516e-12      -7.299547447181e-12       0.000000000000e+00       1.903936754845e-15       5.111743361056e-16      -9.531223945052e-17 
 1331       9.518581813927e-11       4.131610903272e-12      -7.383800084174e-12       0.000000000000e+00       1.898329329047e-15       5.137307926570e-16      -9.498043804099e-17 
 1332       9.533087686684e-11       4.115019888464e-12      -7.466529096042e-12       0.000000000000e+00       1.892742372040e-15       5.162254785695e-16      -9.463816136393e-17 
 1333       9.548196870488e-11       4.097957064297e-12      -7.547697089083e-12       0.000000000000e+00       1.887175785045e-15       5.186544628313e-16      -9.428556447173e-17 
 1334       9.563894965513e-11       4.080428993960e-12      -7.627266479213e-12       0.000000000000e+00       1.881629467972e-15       5.210137921751e-16      -9.392280354259e-17 
 1335       9.580167473587e-11       4.062442288727e-12      -7.705199491632e-12       0.000000000000e+00       1.876103319423e-15       5.232994910378e-16      -9.355003588277e-17 
 1336       9.596999798003e-11       4.044003608045e-12      -7.781458160488e-12       0.000000000000e+00       1.870597236685e-15       5.255075615195e-16      -9.316741992877e-17 
 1337       9.614377243327e-11       4.025119659637e-12      -7.856004328541e-12       0.000000000000e+00       1.865111115726e-15       5.276339833421e-16      -9.277511524963e-17 
 1338       9.632285015206e-11       4.005797199589e-12      -7.928799646833e-12       0.000000000000e+00       1.859644851196e-15       5.296747138093e-16      -9.237328254907e-17 
 1339       9.650708220175e-11       3.986043032452e-12      -7.999805574348e-12       0.000000000000e+00       1.854198336420e-15       5.316256877650e-16      -9.196208366779e-17 
 1340       9.669631865468e-11       3.965864011333e-12      -8.068983377681e-12       0.000000000000e+00       1.848771463397e-15       5.334828175531e-16      -9.154168158565e-17 
 1341       9.689040858824e-11       3.945267037993e-12      -8.136294130702e-12       0.000000000000e+00       1.843364122796e-15       5.352419929762e-16      -9.111224042391e-17 
 1342       9.708920008296e-11       3.924259062939e-12      -8.201698714222e-12       0.000000000000e+00       1.837976203956e-15       5.368990812547e-16      -9.067392544746e-17 
 1343       9.729254022062e-11       3.902847085524e-12      -8.265157815659e-12       0.000000000000e+00       1.832607594878e-15       5.384499269865e-16      -9.022690306703e-17 
 1344       9.750027508228e-11       3.881038154037e-12      -8.326631928701e-12       0.000000000000e+00       1.827258182226e-15       5.398903521054e-16      -8.977134084145e-17 
 1345       9.771224974641e-11       3.858839365800e-12      -8.386081352974e-12       0.000000000000e+00       1.821927851322e-15       5.412161558410e-16      -8.930740747984e-17 
 1346       9.792830785691e-11       3.836258309319e-12      -8.443472293947e-12       0.000000000000e+00       1.816616496384e-15       5.424244536757e-16      -8.883525969855e-17 
 1347       9.814829032593e-11       3.813304395789e-12      -8.498795235837e-12       0.000000000000e+00       1.811324051361e-15       5.435177102167e-16      -8.835500263127e-17 
 1348       9.837203661316e-11       3.789987542242e-12      -8.552046767632e-12       0.000000000000e+00       1.806050459426e-15       5.444997500538e-16      -8.786672899329e-17 
 1349       9.859938515261e-11       3.766317730930e-12      -8.603223501026e-12       0.000000000000e+00       1.800795662766e-15       5.453744227831e-16      -8.737053218909e-17 
 1350       9.883017335073e-11       3.742305009448e-12      -8.652322070485e-12       0.000000000000e+00       1.795559602577e-15       5.461456030547e-16      -8.686650631373e-17 
 1351       9.906423758442e-11       3.717959490858e-12      -8.699339133324e-12       0.000000000000e+00       1.790342219065e-15       5.468171906210e-16      -8.635474615418e-17 
 1352       9.930141319910e-11       3.693291353817e-12      -8.744271369766e-12       0.000000000000e+00       1.785143451439e-15       5.473931103840e-16      -8.583534719071e-17 
 1353       9.954153450676e-11       3.668310842698e-12      -8.787115483022e-12       0.000000000000e+00       1.779963237913e-15       5.478773124432e-16      -8.530840559821e-17 
 1354       9.978443478400e-11       3.643028267716e-12      -8.827868199350e-12       0.000000000000e+00       1.774801515702e-15       5.482737721435e-16      -8.477401824756e-17 
 1355       1.000299462701e-10       3.617454005051e-12      -8.866526268131e-12       0.000000000000e+00       1.769658221019e-15       5.485864901226e-16      -8.423228270699e-17 
 1356       1.002779001652e-10       3.591598496976e-12      -8.903086461935e-12       0.000000000000e+00       1.764533289075e-15       5.488194923595e-16      -8.368329724343e-17 
 1357       1.005281266280e-10       3.565472251976e-12      -8.937545576593e-12       0.000000000000e+00       1.759426654073e-15       5.489768302213e-16      -8.312716082386e-17 
 1358       1.007804547743e-10       3.539085844878e-12      -8.969900431262e-12       0.000000000000e+00       1.754338249209e-15       5.490625805119e-16      -8.256397311669e-17 
 1359       1.010347126746e-10       3.512449916972e-12      -9.000147868497e-12       0.000000000000e+00       1.749268006668e-15       5.490808455191e-16      -8.199383449309e-17 
 1360       1.012907273524e-10       3.485575176136e-12      -9.028284754321e-12       0.000000000000e+00       1.744215857623e-15       5.490357530628e-16      -8.141684602836e-17 
 1361       1.015483247824e-10       3.458472396960e-12      -9.054307978291e-12       0.000000000000e+00       1.739181732230e-15       5.489314565424e-16      -8.083310950326e-17 
 1362       1.018073298881e-10       3.431152420874e-12      -9.078214453568e-12       0.000000000000e+00       1.734165559628e-15       5.487721349852e-16      -8.024272740542e-17 
 1363       1.020675665402e-10       3.403626156268e-12      -9.100001116991e-12       0.000000000000e+00       1.729167267938e-15       5.485619930932e-16      -7.964580293064e-17 
 1364       1.023288575548e-10       3.375904578617e-12      -9.119664929138e-12       0.000000000000e+00       1.724186784256e-15       5.483052612918e-16      -7.904243998426e-17 
 1365       1.025910246908e-10       3.347998730609e-12      -9.137202874401e-12       0.000000000000e+00       1.719224034655e-15       5.480061957772e-16      -7.843274318254e-17 
 1366       1.028538886489e-10       3.319919722265e-12      -9.152611961055e-12       0.000000000000e+00       1.714278944181e-15       5.476690785640e-16      -7.781681785401e-17 
 1367       1.031172690687e-10       3.291678731068e-12      -9.165889221323e-12       0.000000000000e+00       1.709351436851e-15       5.472982175333e-16      -7.719477004079e-17 
 1368       1.033809845275e-10       3.263287002083e-12      -9.177031711448e-12       0.000000000000e+00       1.704441435649e-15       5.468979464802e-16      -7.656670649998e-17 
 1369       1.036448525379e-10       3.234755848083e-12      -9.186036511765e-12       0.000000000000e+00       1.699548862526e-15       5.464726251617e-16      -7.593273470502e-17 
 1370       1.039086895461e-10       3.206096649677e-12      -9.192900726764e-12       0.000000000000e+00       1.694673638398e-15       5.460266393447e-16      -7.529296284701e-17 
 1371       1.041723109296e-10       3.177320855427e-12      -9.197621485163e-12       0.000000000000e+00       1.689815683141e-15       5.455644008532e-16      -7.464749983610e-17 
 1372       1.044355309960e-10       3.148439981981e-12      -9.200195939978e-12       0.000000000000e+00       1.684974915591e-15       5.450903476167e-16      -7.399645530284e-17 
 1373       1.046981629801e-10       3.119465614190e-12      -9.200621268588e-12       0.000000000000e+00       1.680151253539e-15       5.446089437176e-16      -7.333993959952e-17 
 1374       1.049600190428e-10       3.090409405239e-12      -9.198894672808e-12       0.000000000000e+00       1.675344613733e-15       5.441246794389e-16      -7.267806380154e-17 
 1375       1.052209102685e-10       3.061283076764e-12      -9.195013378958e-12       0.000000000000e+00       1.670554911872e-15       5.436420713124e-16      -7.201093970876e-17 
 1376       1.054806466635e-10       3.032098418985e-12      -9.188974637930e-12       0.000000000000e+00       1.665782062605e-15       5.431656621661e-16      -7.133867984687e-17 
 1377       1.057390371542e-10       3.002867290823e-12      -9.180775725258e-12       0.000000000000e+00       1.661025979527e-15       5.427000211720e-16      -7.066139746870e-17 
 1378       1.059958895848e-10       2.973601620029e-12      -9.170413941187e-12       0.000000000000e+00       1.656286575181e-15       5.422497438941e-16      -6.997920655565e-17 
 1379       1.062510107153e-10       2.944313403306e-12      -9.157886610743e-12       0.000000000000e+00       1.651563761050e-15       5.418194523360e-16      -6.929222181897e-17 
 1380       1.065042062202e-10       2.915014706436e-12      -9.143191083803e-12       0.000000000000e+00       1.646857447560e-15       5.414137949886e-16      -6.860055870117e-17 
 1381       1.067552806857e-10       2.885717664401e-12      -9.126324735161e-12       0.000000000000e+00       1.642167544073e-15       5.410374468781e-16      -6.790433337735e-17 
 1382       1.070040376085e-10       2.856434481511e-12      -9.107284964600e-12       0.000000000000e+00       1.637493958889e-15       5.406951096136e-16      -6.720366275657e-17 
 1383       1.072502793932e-10       2.827177431527e-12      -9.086069196959e-12       0.000000000000e+00       1.632836599239e-15       5.403915114350e-16      -6.649866448319e-17 
 1384       1.074938073510e-10       2.797958857782e-12      -9.062674882204e-12       0.000000000000e+00       1.628195371288e-15       5.401314072605e-16      -6.578945693822e-17 
 1385       1.077344376806e-10       2.768790481430e-12      -9.037104005640e-12       0.000000000000e+00       1.623570188406e-15       5.399182365131e-16      -6.507615949758e-17 
 1386       1.079720496015e-10       2.739681317916e-12      -9.009376670510e-12       0.000000000000e+00       1.618960996101e-15       5.397500809978e-16      -6.435889330697e-17 
 1387       1.082065377252e-10       2.710639738752e-12      -8.979517658942e-12       0.000000000000e+00       1.614367747347e-15       5.396236644406e-16      -6.363778051786e-17 
 1388       1.084377961171e-10       2.681674161485e-12      -8.947551935173e-12       0.000000000000e+00       1.609790394326e-15       5.395356908025e-16      -6.291294403272e-17 
 1389       1.086657182954e-10       2.652793049775e-12      -8.913504645892e-12       0.000000000000e+00       1.605228888430e-15       5.394828442432e-16      -6.218450750642e-17 
 1390       1.088901972304e-10       2.624004913479e-12      -8.877401120601e-12       0.000000000000e+00       1.600683180254e-15       5.394617890845e-16      -6.145259534757e-17 
 1391       1.091111253432e-10       2.595318308732e-12      -8.839266871957e-12       0.000000000000e+00       1.596153219601e-15       5.394691697747e-16      -6.071733271991e-17 
 1392       1.093283945050e-10       2.566741838028e-12      -8.799127596131e-12       0.000000000000e+00       1.591638955472e-15       5.395016108523e-16      -5.997884554369e-17 
 1393       1.095418960363e-10       2.538284150298e-12      -8.757009173152e-12       0.000000000000e+00       1.587140336072e-15       5.395557169096e-16      -5.923726049701e-17 
 1394       1.097515207056e-10       2.509953940999e-12      -8.712937667264e-12       0.000000000000e+00       1.582657308803e-15       5.396280725570e-16      -5.849270501723e-17 
 1395       1.099571587285e-10       2.481759952186e-12      -8.666939327272e-12       0.000000000000e+00       1.578189820263e-15       5.397152423868e-16      -5.774530730232e-17 
 1396       1.101586997672e-10       2.453710972599e-12      -8.619040586899e-12       0.000000000000e+00       1.573737816246e-15       5.398137709366e-16      -5.699519631222e-17 
 1397       1.103560329288e-10       2.425815837744e-12      -8.569268065130e-12       0.000000000000e+00       1.569301241741e-15       5.399201826538e-16      -5.624250177025e-17 
 1398       1.105490467653e-10       2.398083429971e-12      -8.517648566568e-12       0.000000000000e+00       1.564880040925e-15       5.400309818589e-16      -5.548735416445e-17 
 1399       1.107376292716e-10       2.370522678558e-12      -8.464209081787e-12       0.000000000000e+00       1.560474157167e-15       5.401426527100e-16      -5.472988474896e-17 
 1400       1.109216678855e-10       2.343142559791e-12      -8.408976787675e-12       0.000000000000e+00       1.556083533023e-15       5.402516591659e-16      -5.397022554539e-17 
 1401       1.111010494860e-10       2.315952097047e-12      -8.351979047794e-12       0.000000000000e+00       1.551708110235e-15       5.403544449507e-16      -5.320850934420e-17 
 1402       1.112756603931e-10       2.288960360871e-12      -8.293243412724e-12       0.000000000000e+00       1.547347829728e-15       5.404474335173e-16      -5.244486970607e-17 
 1403       1.114453863660e-10       2.262176469062e-12      -8.232797620421e-12       0.000000000000e+00       1.543002631613e-15       5.405270280111e-16      -5.167944096327e-17 
 1404       1.116101126029e-10       2.235609586751e-12      -8.170669596561e-12       0.000000000000e+00       1.538672455176e-15       5.405896112342e-16      -5.091235822101e-17 
 1405       1.117697237397e-10       2.209268926485e-12      -8.106887454896e-12       0.000000000000e+00       1.534357238888e-15       5.406315456093e-16      -5.014375735885e-17 
 1406       1.119241038491e-10       2.183163748304e-12      -8.041479497604e-12       0.000000000000e+00       1.530056920391e-15       5.406491731432e-16      -4.937377503206e-17 
 1407       1.120731364397e-10       2.157303359828e-12      -7.974474215638e-12       0.000000000000e+00       1.525771436506e-15       5.406388153910e-16      -4.860254867297e-17 
 1408       1.122167044548e-10       2.131697116332e-12      -7.905900289082e-12       0.000000000000e+00       1.521500723227e-15       5.405967734198e-16      -4.783021649237e-17 
 1409       1.123546902721e-10       2.106354420831e-12      -7.835786587494e-12       0.000000000000e+00       1.517244715717e-15       5.405193277726e-16      -4.705691748086e-17 
 1410       1.124869757020e-10       2.081284724161e-12      -7.764162170267e-12       0.000000000000e+00       1.513003348311e-15       5.404027384322e-16      -4.628279141024e-17 
 1411       1.126134419870e-10       2.056497525059e-12      -7.691056286971e-12       0.000000000000e+00       1.508776554511e-15       5.402432447852e-16      -4.550797883487e-17 
 1412       1.127339698008e-10       2.032002370244e-12      -7.616498377711e-12       0.000000000000e+00       1.504564266985e-15       5.400370655855e-16      -4.473262109303e-17 
 1413       1.128484392475e-10       2.007808854502e-12      -7.540518073474e-12       0.000000000000e+00       1.500366417566e-15       5.397803989185e-16      -4.395686030834e-17 
 1414       1.129567298600e-10       1.983926620761e-12      -7.463145196481e-12       0.000000000000e+00       1.496182937248e-15       5.394694221647e-16      -4.318083939107e-17 
 1415       1.130587205999e-10       1.960365360176e-12      -7.384409760540e-12       0.000000000000e+00       1.492013756188e-15       5.391002919641e-16      -4.240470203954e-17 
 1416       1.131542898560e-10       1.937134812210e-12      -7.304341971394e-12       0.000000000000e+00       1.487858803698e-15       5.386691441793e-16      -4.162859274153e-17 
 1417       1.132433154435e-10       1.914244764715e-12      -7.222972227073e-12       0.000000000000e+00       1.483718008252e-15       5.381720938600e-16      -4.085265677556e-17 
